,Age
76357,36.0
76358,36.0
76359,36.0
76360,34.0
76361,34.0
76362,34.0
76363,34.0
76364,34.0
76365,34.0
76366,34.0
76367,34.0
76368,28.0
76369,28.0
76370,29.0
76371,29.0
76372,29.0
76373,29.0
76374,29.0
76375,29.0
76376,27.0
76377,27.0
76378,27.0
76379,27.0
76380,27.0
76381,27.0
76382,27.0
76383,27.0
76384,30.0
76385,30.0
76386,30.0
76387,30.0
76388,30.0
76389,30.0
76390,30.0
76391,30.0
76392,32.0
76393,32.0
76394,32.0
76395,32.0
76396,32.0
76397,32.0
76398,32.0
76399,33.0
76400,46.0
76401,46.0
76402,46.0
76403,46.0
76404,46.0
76405,46.0
76406,46.0
76407,46.0
76408,41.0
76409,41.0
76410,41.0
76411,41.0
76412,41.0
76413,41.0
76414,41.0
76415,41.0
76416,17.0
76417,17.0
76418,17.0
76419,17.0
76420,17.0
76421,17.0
76422,17.0
76423,17.0
76424,27.0
76425,27.0
76426,27.0
76427,27.0
76428,27.0
76429,27.0
76430,27.0
76431,27.0
76432,38.0
76433,38.0
76434,39.0
76435,39.0
76436,39.0
76437,39.0
76438,39.0
76439,39.0
76440,23.0
76441,23.0
76442,23.0
76443,23.0
76444,23.0
76445,23.0
76446,23.0
76447,23.0
76448,35.0
76449,35.0
76450,35.0
76451,36.0
76452,36.0
76453,36.0
76454,36.0
76455,36.0
76456,23.0
76457,23.0
76458,23.0
76459,23.0
76460,23.0
76461,23.0
76462,23.0
76463,23.0
76464,33.0
76465,33.0
76466,33.0
76467,33.0
76468,33.0
76469,33.0
76470,33.0
76471,33.0
76472,28.0
76473,28.0
76474,29.0
76475,29.0
76476,29.0
76477,29.0
76478,29.0
76479,29.0
76480,23.0
76481,23.0
76482,23.0
76483,23.0
76484,23.0
76485,24.0
76486,24.0
76487,24.0
76488,23.0
76489,23.0
76490,23.0
76491,23.0
76492,23.0
76493,23.0
76494,23.0
76495,23.0
76496,38.0
76497,38.0
76498,38.0
76499,39.0
76500,39.0
76501,39.0
76502,39.0
76503,39.0
76504,35.0
76505,35.0
76506,35.0
76507,35.0
76508,36.0
76509,36.0
76510,36.0
76511,36.0
76512,28.0
76513,28.0
76514,28.0
76515,28.0
76516,28.0
76517,28.0
76518,28.0
76519,28.0
76520,29.0
76521,29.0
76522,29.0
76523,29.0
76524,29.0
76525,29.0
76526,29.0
76527,29.0
76528,55.0
76529,55.0
76530,55.0
76531,55.0
76532,56.0
76533,56.0
76534,56.0
76535,56.0
76536,29.0
76537,29.0
76538,29.0
76539,29.0
76540,29.0
76541,29.0
76542,29.0
76543,29.0
76544,46.0
76545,46.0
76546,46.0
76547,46.0
76548,46.0
76549,46.0
76550,46.0
76551,46.0
76552,21.0
76553,21.0
76554,21.0
76555,21.0
76556,21.0
76557,21.0
76558,21.0
76559,22.0
76560,24.0
76561,24.0
76562,24.0
76563,24.0
76564,24.0
76565,24.0
76566,24.0
76567,24.0
76568,33.0
76569,33.0
76570,33.0
76571,33.0
76572,33.0
76573,33.0
76574,33.0
76575,33.0
76576,27.0
76577,27.0
76578,27.0
76579,27.0
76580,27.0
76581,27.0
76582,27.0
76583,27.0
76584,32.0
76585,32.0
76586,32.0
76587,32.0
76588,32.0
76589,32.0
76590,32.0
76591,32.0
76592,33.0
76593,34.0
76594,34.0
76595,34.0
76596,34.0
76597,34.0
76598,34.0
76599,34.0
76600,32.0
76601,32.0
76602,32.0
76603,32.0
76604,32.0
76605,32.0
76606,33.0
76607,33.0
76608,29.0
76609,30.0
76610,30.0
76611,30.0
76612,30.0
76613,30.0
76614,30.0
76615,30.0
76616,28.0
76617,28.0
76618,28.0
76619,28.0
76620,28.0
76621,28.0
76622,28.0
76623,28.0
76624,38.0
76625,38.0
76626,38.0
76627,38.0
76628,38.0
76629,38.0
76630,38.0
76631,38.0
76632,18.0
76633,18.0
76634,18.0
76635,18.0
76636,18.0
76637,18.0
76638,18.0
76639,18.0
76640,48.0
76641,48.0
76642,48.0
76643,48.0
76644,48.0
76645,48.0
76646,48.0
76647,48.0
76648,44.0
76649,44.0
76650,44.0
76651,44.0
76652,44.0
76653,44.0
76654,44.0
76655,44.0
76656,26.0
76657,26.0
76658,26.0
76659,26.0
76660,26.0
76661,26.0
76662,26.0
76663,26.0
76664,44.0
76665,44.0
76666,44.0
76667,44.0
76668,44.0
76669,44.0
76670,44.0
76671,44.0
76672,43.0
76673,43.0
76674,44.0
76675,44.0
76676,44.0
76677,44.0
76678,44.0
76679,44.0
76680,33.0
76681,33.0
76682,33.0
76683,33.0
76684,34.0
76685,34.0
76686,34.0
76687,34.0
76688,43.0
76689,43.0
76690,43.0
76691,43.0
76692,43.0
76693,43.0
76694,43.0
76695,44.0
76696,28.0
76697,28.0
76698,28.0
76699,28.0
76700,28.0
76701,28.0
76702,28.0
76703,28.0
76704,33.0
76705,34.0
76706,34.0
76707,34.0
76708,34.0
76709,34.0
76710,34.0
76711,34.0
76712,27.0
76713,27.0
76714,27.0
76715,27.0
76716,27.0
76717,27.0
76718,27.0
76719,27.0
76720,17.0
76721,17.0
76722,17.0
76723,17.0
76724,17.0
76725,17.0
76726,17.0
76727,17.0
76728,37.0
76729,37.0
76730,37.0
76731,37.0
76732,38.0
76733,38.0
76734,38.0
76735,38.0
76736,38.0
76737,38.0
76738,38.0
76739,38.0
76740,38.0
76741,39.0
76742,39.0
76743,39.0
76744,27.0
76745,27.0
76746,27.0
76747,27.0
76748,27.0
76749,27.0
76750,27.0
76751,27.0
76752,35.0
76753,35.0
76754,35.0
76755,35.0
76756,35.0
76757,35.0
76758,35.0
76759,35.0
76760,23.0
76761,23.0
76762,23.0
76763,23.0
76764,23.0
76765,23.0
76766,23.0
76767,23.0
76768,22.0
76769,22.0
76770,22.0
76771,22.0
76772,22.0
76773,22.0
76774,22.0
76775,22.0
76776,34.0
76777,34.0
76778,34.0
76779,34.0
76780,34.0
76781,34.0
76782,34.0
76783,34.0
76784,28.0
76785,28.0
76786,28.0
76787,28.0
76788,28.0
76789,28.0
76790,28.0
76791,28.0
76792,41.0
76793,41.0
76794,41.0
76795,41.0
76796,41.0
76797,41.0
76798,41.0
76799,42.0
76800,22.0
76801,22.0
76802,22.0
76803,22.0
76804,22.0
76805,22.0
76806,23.0
76807,23.0
76808,31.0
76809,31.0
76810,31.0
76811,31.0
76812,31.0
76813,31.0
76814,31.0
76815,31.0
76816,19.0
76817,19.0
76818,19.0
76819,19.0
76820,19.0
76821,19.0
76822,19.0
76823,19.0
76824,46.0
76825,46.0
76826,46.0
76827,46.0
76828,46.0
76829,46.0
76830,46.0
76831,46.0
76832,41.0
76833,41.0
76834,41.0
76835,41.0
76836,41.0
76837,41.0
76838,41.0
76839,41.0
76840,25.0
76841,25.0
76842,25.0
76843,25.0
76844,25.0
76845,25.0
76846,25.0
76847,26.0
76848,28.0
76849,28.0
76850,28.0
76851,29.0
76852,29.0
76853,29.0
76854,29.0
76855,29.0
76856,30.0
76857,30.0
76858,30.0
76859,30.0
76860,30.0
76861,30.0
76862,30.0
76863,30.0
76864,39.0
76865,39.0
76866,39.0
76867,39.0
76868,39.0
76869,39.0
76870,39.0
76871,40.0
76872,43.0
76873,43.0
76874,44.0
76875,44.0
76876,44.0
76877,44.0
76878,44.0
76879,44.0
76880,16.0
76881,16.0
76882,16.0
76883,16.0
76884,16.0
76885,16.0
76886,16.0
76887,17.0
76888,50.0
76889,50.0
76890,50.0
76891,50.0
76892,50.0
76893,50.0
76894,50.0
76895,50.0
76896,20.0
76897,20.0
76898,20.0
76899,20.0
76900,20.0
76901,20.0
76902,20.0
76903,20.0
76904,38.0
76905,38.0
76906,38.0
76907,38.0
76908,39.0
76909,39.0
76910,39.0
76911,39.0
76912,39.0
76913,39.0
76914,39.0
76915,39.0
76916,39.0
76917,40.0
76918,40.0
76919,40.0
76920,30.0
76921,30.0
76922,30.0
76923,30.0
76924,30.0
76925,30.0
76926,30.0
76927,30.0
76928,24.0
76929,24.0
76930,24.0
76931,24.0
76932,24.0
76933,24.0
76934,24.0
76935,24.0
76936,38.0
76937,38.0
76938,38.0
76939,38.0
76940,38.0
76941,38.0
76942,38.0
76943,38.0
76944,35.0
76945,35.0
76946,35.0
76947,35.0
76948,35.0
76949,35.0
76950,35.0
76951,35.0
76952,25.0
76953,25.0
76954,25.0
76955,25.0
76956,25.0
76957,26.0
76958,26.0
76959,26.0
76960,44.0
76961,44.0
76962,44.0
76963,44.0
76964,44.0
76965,44.0
76966,44.0
76967,44.0
76968,40.0
76969,40.0
76970,40.0
76971,40.0
76972,40.0
76973,40.0
76974,40.0
76975,40.0
76976,20.0
76977,20.0
76978,20.0
76979,20.0
76980,20.0
76981,20.0
76982,20.0
76983,20.0
76984,56.0
76985,56.0
76986,56.0
76987,56.0
76988,56.0
76989,56.0
76990,56.0
76991,56.0
76992,27.0
76993,27.0
76994,27.0
76995,27.0
76996,27.0
76997,27.0
76998,27.0
76999,27.0
77000,17.0
77001,17.0
77002,17.0
77003,17.0
77004,17.0
77005,17.0
77006,17.0
77007,17.0
77008,29.0
77009,29.0
77010,29.0
77011,29.0
77012,29.0
77013,29.0
77014,29.0
77015,29.0
77016,42.0
77017,42.0
77018,42.0
77019,42.0
77020,42.0
77021,43.0
77022,43.0
77023,43.0
77024,39.0
77025,39.0
77026,39.0
77027,39.0
77028,39.0
77029,39.0
77030,39.0
77031,39.0
77032,16.0
77033,16.0
77034,16.0
77035,16.0
77036,16.0
77037,16.0
77038,16.0
77039,16.0
77040,23.0
77041,23.0
77042,23.0
77043,23.0
77044,23.0
77045,24.0
77046,24.0
77047,24.0
77048,23.0
77049,23.0
77050,23.0
77051,23.0
77052,23.0
77053,23.0
77054,23.0
77055,23.0
77056,26.0
77057,26.0
77058,26.0
77059,26.0
77060,26.0
77061,26.0
77062,26.0
77063,26.0
77064,28.0
77065,28.0
77066,28.0
77067,28.0
77068,28.0
77069,28.0
77070,28.0
77071,28.0
77072,31.0
77073,31.0
77074,31.0
77075,31.0
77076,31.0
77077,31.0
77078,31.0
77079,31.0
77080,22.0
77081,22.0
77082,22.0
77083,22.0
77084,22.0
77085,22.0
77086,22.0
77087,22.0
77088,24.0
77089,24.0
77090,24.0
77091,24.0
77092,25.0
77093,25.0
77094,25.0
77095,25.0
77096,39.0
77097,39.0
77098,39.0
77099,39.0
77100,39.0
77101,39.0
77102,39.0
77103,39.0
77104,52.0
77105,52.0
77106,52.0
77107,52.0
77108,52.0
77109,52.0
77110,52.0
77111,53.0
77112,42.0
77113,42.0
77114,42.0
77115,42.0
77116,42.0
77117,42.0
77118,42.0
77119,42.0
77120,43.0
77121,43.0
77122,43.0
77123,43.0
77124,43.0
77125,43.0
77126,43.0
77127,43.0
77128,20.0
77129,20.0
77130,20.0
77131,20.0
77132,20.0
77133,20.0
77134,20.0
77135,20.0
77136,19.0
77137,19.0
77138,19.0
77139,20.0
77140,20.0
77141,20.0
77142,20.0
77143,20.0
77144,42.0
77145,42.0
77146,42.0
77147,42.0
77148,42.0
77149,42.0
77150,42.0
77151,42.0
77152,31.0
77153,31.0
77154,31.0
77155,31.0
77156,31.0
77157,31.0
77158,31.0
77159,31.0
77160,32.0
77161,32.0
77162,32.0
77163,32.0
77164,32.0
77165,32.0
77166,32.0
77167,32.0
77168,45.0
77169,45.0
77170,45.0
77171,45.0
77172,45.0
77173,45.0
77174,45.0
77175,45.0
77176,19.0
77177,19.0
77178,19.0
77179,19.0
77180,19.0
77181,19.0
77182,19.0
77183,19.0
77184,39.0
77185,39.0
77186,39.0
77187,39.0
77188,39.0
77189,39.0
77190,39.0
77191,39.0
77192,22.0
77193,22.0
77194,22.0
77195,22.0
77196,23.0
77197,23.0
77198,23.0
77199,23.0
77200,25.0
77201,25.0
77202,25.0
77203,25.0
77204,25.0
77205,25.0
77206,25.0
77207,25.0
77208,25.0
77209,25.0
77210,25.0
77211,25.0
77212,25.0
77213,25.0
77214,25.0
77215,25.0
77216,26.0
77217,26.0
77218,26.0
77219,26.0
77220,26.0
77221,26.0
77222,26.0
77223,26.0
77224,29.0
77225,29.0
77226,29.0
77227,29.0
77228,29.0
77229,29.0
77230,29.0
77231,29.0
77232,24.0
77233,24.0
77234,24.0
77235,24.0
77236,24.0
77237,24.0
77238,24.0
77239,24.0
77240,30.0
77241,30.0
77242,30.0
77243,30.0
77244,30.0
77245,30.0
77246,30.0
77247,30.0
77248,34.0
77249,34.0
77250,34.0
77251,34.0
77252,35.0
77253,35.0
77254,35.0
77255,35.0
77256,51.0
77257,51.0
77258,51.0
77259,51.0
77260,51.0
77261,51.0
77262,51.0
77263,51.0
77264,26.0
77265,26.0
77266,26.0
77267,26.0
77268,26.0
77269,26.0
77270,26.0
77271,26.0
77272,37.0
77273,37.0
77274,37.0
77275,38.0
77276,38.0
77277,38.0
77278,38.0
77279,38.0
77280,19.0
77281,19.0
77282,19.0
77283,19.0
77284,19.0
77285,19.0
77286,19.0
77287,19.0
77288,17.0
77289,17.0
77290,17.0
77291,17.0
77292,17.0
77293,17.0
77294,17.0
77295,17.0
77296,49.0
77297,49.0
77298,49.0
77299,49.0
77300,49.0
77301,49.0
77302,49.0
77303,50.0
77304,21.0
77305,21.0
77306,21.0
77307,21.0
77308,21.0
77309,21.0
77310,21.0
77311,21.0
77312,20.0
77313,20.0
77314,20.0
77315,20.0
77316,20.0
77317,20.0
77318,20.0
77319,20.0
77320,37.0
77321,37.0
77322,37.0
77323,37.0
77324,37.0
77325,37.0
77326,37.0
77327,37.0
77328,46.0
77329,46.0
77330,46.0
77331,46.0
77332,46.0
77333,46.0
77334,46.0
77335,46.0
77336,18.0
77337,18.0
77338,18.0
77339,18.0
77340,18.0
77341,18.0
77342,18.0
77343,18.0
77344,21.0
77345,21.0
77346,21.0
77347,21.0
77348,21.0
77349,21.0
77350,21.0
77351,21.0
77352,22.0
77353,22.0
77354,22.0
77355,22.0
77356,22.0
77357,22.0
77358,22.0
77359,23.0
77360,14.0
77361,14.0
77362,14.0
77363,14.0
77364,14.0
77365,14.0
77366,14.0
77367,14.0
77368,53.0
77369,53.0
77370,53.0
77371,53.0
77372,53.0
77373,53.0
77374,53.0
77375,53.0
77376,21.0
77377,21.0
77378,21.0
77379,21.0
77380,21.0
77381,21.0
77382,21.0
77383,21.0
77384,20.0
77385,20.0
77386,20.0
77387,20.0
77388,20.0
77389,20.0
77390,20.0
77391,20.0
77392,50.0
77393,50.0
77394,50.0
77395,50.0
77396,50.0
77397,50.0
77398,50.0
77399,50.0
77400,35.0
77401,35.0
77402,35.0
77403,35.0
77404,35.0
77405,35.0
77406,35.0
77407,35.0
77408,20.0
77409,20.0
77410,20.0
77411,20.0
77412,20.0
77413,20.0
77414,20.0
77415,20.0
77416,40.0
77417,40.0
77418,40.0
77419,40.0
77420,40.0
77421,40.0
77422,40.0
77423,40.0
77424,45.0
77425,45.0
77426,45.0
77427,45.0
77428,45.0
77429,45.0
77430,45.0
77431,45.0
77432,54.0
77433,54.0
77434,54.0
77435,54.0
77436,54.0
77437,54.0
77438,54.0
77439,54.0
77440,36.0
77441,36.0
77442,36.0
77443,36.0
77444,36.0
77445,36.0
77446,36.0
77447,36.0
77448,18.0
77449,18.0
77450,18.0
77451,18.0
77452,18.0
77453,18.0
77454,18.0
77455,18.0
77456,38.0
77457,38.0
77458,38.0
77459,38.0
77460,38.0
77461,38.0
77462,38.0
77463,39.0
77464,18.0
77465,19.0
77466,19.0
77467,19.0
77468,19.0
77469,19.0
77470,19.0
77471,19.0
77472,22.0
77473,22.0
77474,22.0
77475,22.0
77476,22.0
77477,22.0
77478,22.0
77479,22.0
77480,36.0
77481,36.0
77482,36.0
77483,36.0
77484,36.0
77485,36.0
77486,36.0
77487,36.0
77488,40.0
77489,40.0
77490,40.0
77491,40.0
77492,40.0
77493,40.0
77494,41.0
77495,41.0
77496,17.0
77497,17.0
77498,17.0
77499,17.0
77500,17.0
77501,17.0
77502,17.0
77503,17.0
77504,32.0
77505,32.0
77506,32.0
77507,32.0
77508,32.0
77509,32.0
77510,32.0
77511,32.0
77512,31.0
77513,31.0
77514,31.0
77515,31.0
77516,31.0
77517,31.0
77518,31.0
77519,31.0
77520,34.0
77521,34.0
77522,34.0
77523,34.0
77524,34.0
77525,34.0
77526,34.0
77527,35.0
77528,31.0
77529,31.0
77530,31.0
77531,31.0
77532,31.0
77533,31.0
77534,31.0
77535,31.0
77536,31.0
77537,31.0
77538,31.0
77539,31.0
77540,31.0
77541,31.0
77542,31.0
77543,31.0
77544,34.0
77545,34.0
77546,34.0
77547,35.0
77548,35.0
77549,35.0
77550,35.0
77551,35.0
77552,43.0
77553,43.0
77554,43.0
77555,43.0
77556,43.0
77557,43.0
77558,43.0
77559,43.0
77560,28.0
77561,28.0
77562,28.0
77563,28.0
77564,28.0
77565,28.0
77566,28.0
77567,28.0
77568,29.0
77569,29.0
77570,29.0
77571,29.0
77572,29.0
77573,29.0
77574,29.0
77575,29.0
77576,15.0
77577,16.0
77578,16.0
77579,16.0
77580,16.0
77581,16.0
77582,16.0
77583,16.0
77584,34.0
77585,34.0
77586,34.0
77587,34.0
77588,34.0
77589,34.0
77590,34.0
77591,34.0
77592,41.0
77593,41.0
77594,41.0
77595,41.0
77596,41.0
77597,41.0
77598,41.0
77599,41.0
77600,21.0
77601,21.0
77602,21.0
77603,21.0
77604,21.0
77605,21.0
77606,21.0
77607,21.0
77608,54.0
77609,54.0
77610,54.0
77611,54.0
77612,54.0
77613,54.0
77614,54.0
77615,54.0
77616,27.0
77617,27.0
77618,27.0
77619,27.0
77620,27.0
77621,27.0
77622,27.0
77623,27.0
77624,26.0
77625,26.0
77626,26.0
77627,26.0
77628,26.0
77629,26.0
77630,26.0
77631,26.0
77632,46.0
77633,46.0
77634,46.0
77635,46.0
77636,46.0
77637,46.0
77638,46.0
77639,46.0
77640,25.0
77641,25.0
77642,25.0
77643,25.0
77644,25.0
77645,26.0
77646,26.0
77647,26.0
77648,29.0
77649,29.0
77650,29.0
77651,29.0
77652,29.0
77653,29.0
77654,29.0
77655,29.0
77656,18.0
77657,18.0
77658,18.0
77659,18.0
77660,18.0
77661,18.0
77662,18.0
77663,18.0
77664,42.0
77665,42.0
77666,42.0
77667,42.0
77668,42.0
77669,42.0
77670,42.0
77671,42.0
77672,23.0
77673,23.0
77674,23.0
77675,23.0
77676,23.0
77677,23.0
77678,23.0
77679,23.0
77680,31.0
77681,31.0
77682,31.0
77683,31.0
77684,31.0
77685,31.0
77686,31.0
77687,31.0
77688,39.0
77689,39.0
77690,39.0
77691,39.0
77692,39.0
77693,39.0
77694,39.0
77695,39.0
77696,45.0
77697,45.0
77698,45.0
77699,45.0
77700,45.0
77701,45.0
77702,45.0
77703,45.0
77704,29.0
77705,29.0
77706,29.0
77707,29.0
77708,29.0
77709,29.0
77710,29.0
77711,29.0
77712,27.0
77713,27.0
77714,27.0
77715,27.0
77716,27.0
77717,27.0
77718,27.0
77719,27.0
77720,20.0
77721,20.0
77722,20.0
77723,20.0
77724,20.0
77725,20.0
77726,20.0
77727,20.0
77728,19.0
77729,19.0
77730,19.0
77731,19.0
77732,19.0
77733,19.0
77734,19.0
77735,19.0
77736,21.0
77737,21.0
77738,21.0
77739,21.0
77740,21.0
77741,21.0
77742,22.0
77743,22.0
77744,37.0
77745,37.0
77746,37.0
77747,37.0
77748,37.0
77749,37.0
77750,37.0
77751,37.0
77752,25.0
77753,25.0
77754,25.0
77755,25.0
77756,25.0
77757,25.0
77758,25.0
77759,25.0
77760,55.0
77761,55.0
77762,55.0
77763,55.0
77764,55.0
77765,55.0
77766,55.0
77767,55.0
77768,27.0
77769,27.0
77770,27.0
77771,27.0
77772,27.0
77773,27.0
77774,27.0
77775,27.0
77776,27.0
77777,27.0
77778,27.0
77779,27.0
77780,27.0
77781,27.0
77782,27.0
77783,27.0
77784,56.0
77785,56.0
77786,56.0
77787,56.0
77788,56.0
77789,56.0
77790,56.0
77791,56.0
77792,45.0
77793,45.0
77794,45.0
77795,45.0
77796,45.0
77797,45.0
77798,45.0
77799,45.0
77800,23.0
77801,23.0
77802,23.0
77803,23.0
77804,23.0
77805,23.0
77806,23.0
77807,23.0
77808,27.0
77809,27.0
77810,27.0
77811,27.0
77812,27.0
77813,27.0
77814,27.0
77815,27.0
77816,29.0
77817,29.0
77818,29.0
77819,29.0
77820,29.0
77821,29.0
77822,29.0
77823,29.0
77824,19.0
77825,19.0
77826,19.0
77827,19.0
77828,19.0
77829,19.0
77830,19.0
77831,19.0
77832,19.0
77833,19.0
77834,19.0
77835,19.0
77836,19.0
77837,19.0
77838,19.0
77839,19.0
77840,45.0
77841,45.0
77842,45.0
77843,45.0
77844,45.0
77845,45.0
77846,45.0
77847,45.0
77848,44.0
77849,44.0
77850,44.0
77851,44.0
77852,44.0
77853,44.0
77854,44.0
77855,44.0
77856,42.0
77857,42.0
77858,42.0
77859,42.0
77860,42.0
77861,42.0
77862,42.0
77863,42.0
77864,50.0
77865,50.0
77866,50.0
77867,50.0
77868,50.0
77869,50.0
77870,50.0
77871,50.0
77872,20.0
77873,20.0
77874,20.0
77875,20.0
77876,20.0
77877,20.0
77878,20.0
77879,20.0
77880,35.0
77881,35.0
77882,35.0
77883,35.0
77884,35.0
77885,35.0
77886,35.0
77887,35.0
77888,31.0
77889,31.0
77890,31.0
77891,31.0
77892,31.0
77893,31.0
77894,31.0
77895,31.0
77896,19.0
77897,19.0
77898,19.0
77899,19.0
77900,19.0
77901,19.0
77902,19.0
77903,19.0
77904,49.0
77905,49.0
77906,49.0
77907,49.0
77908,49.0
77909,49.0
77910,49.0
77911,49.0
77912,37.0
77913,37.0
77914,37.0
77915,37.0
77916,37.0
77917,37.0
77918,37.0
77919,37.0
77920,48.0
77921,48.0
77922,48.0
77923,48.0
77924,48.0
77925,48.0
77926,48.0
77927,48.0
77928,34.0
77929,34.0
77930,34.0
77931,34.0
77932,34.0
77933,34.0
77934,34.0
77935,34.0
77936,34.0
77937,35.0
77938,35.0
77939,35.0
77940,35.0
77941,35.0
77942,35.0
77943,35.0
77944,38.0
77945,38.0
77946,38.0
77947,38.0
77948,38.0
77949,38.0
77950,38.0
77951,38.0
77952,17.0
77953,17.0
77954,17.0
77955,17.0
77956,17.0
77957,17.0
77958,17.0
77959,17.0
77960,40.0
77961,40.0
77962,40.0
77963,40.0
77964,40.0
77965,40.0
77966,40.0
77967,40.0
77968,30.0
77969,30.0
77970,30.0
77971,30.0
77972,30.0
77973,30.0
77974,30.0
77975,30.0
77976,32.0
77977,32.0
77978,33.0
77979,33.0
77980,33.0
77981,33.0
77982,33.0
77983,33.0
77984,50.0
77985,50.0
77986,50.0
77987,50.0
77988,50.0
77989,50.0
77990,50.0
77991,50.0
77992,30.0
77993,30.0
77994,30.0
77995,30.0
77996,30.0
77997,30.0
77998,30.0
77999,30.0
78000,19.0
78001,19.0
78002,19.0
78003,19.0
78004,19.0
78005,19.0
78006,19.0
78007,19.0
78008,45.0
78009,45.0
78010,45.0
78011,45.0
78012,45.0
78013,45.0
78014,45.0
78015,45.0
78016,46.0
78017,46.0
78018,46.0
78019,46.0
78020,46.0
78021,46.0
78022,46.0
78023,46.0
78024,32.0
78025,32.0
78026,32.0
78027,32.0
78028,32.0
78029,32.0
78030,32.0
78031,32.0
78032,39.0
78033,39.0
78034,39.0
78035,39.0
78036,39.0
78037,39.0
78038,39.0
78039,39.0
78040,22.0
78041,22.0
78042,22.0
78043,22.0
78044,22.0
78045,22.0
78046,22.0
78047,22.0
78048,20.0
78049,20.0
78050,20.0
78051,20.0
78052,20.0
78053,20.0
78054,20.0
78055,20.0
78056,21.0
78057,21.0
78058,21.0
78059,21.0
78060,21.0
78061,21.0
78062,21.0
78063,21.0
78064,28.0
78065,28.0
78066,28.0
78067,28.0
78068,28.0
78069,28.0
78070,28.0
78071,28.0
78072,22.0
78073,22.0
78074,22.0
78075,22.0
78076,22.0
78077,22.0
78078,22.0
78079,22.0
78080,31.0
78081,31.0
78082,31.0
78083,31.0
78084,31.0
78085,31.0
78086,31.0
78087,31.0
78088,19.0
78089,19.0
78090,19.0
78091,19.0
78092,19.0
78093,19.0
78094,19.0
78095,20.0
78096,27.0
78097,28.0
78098,28.0
78099,28.0
78100,28.0
78101,28.0
78102,28.0
78103,28.0
78104,35.0
78105,35.0
78106,35.0
78107,35.0
78108,35.0
78109,35.0
78110,35.0
78111,35.0
78112,42.0
78113,42.0
78114,42.0
78115,42.0
78116,42.0
78117,42.0
78118,42.0
78119,42.0
78120,53.0
78121,53.0
78122,53.0
78123,53.0
78124,53.0
78125,53.0
78126,53.0
78127,53.0
78128,25.0
78129,25.0
78130,25.0
78131,25.0
78132,25.0
78133,25.0
78134,25.0
78135,25.0
78136,43.0
78137,43.0
78138,43.0
78139,43.0
78140,43.0
78141,43.0
78142,43.0
78143,43.0
78144,31.0
78145,31.0
78146,31.0
78147,31.0
78148,31.0
78149,31.0
78150,31.0
78151,31.0
78152,32.0
78153,32.0
78154,32.0
78155,32.0
78156,32.0
78157,32.0
78158,32.0
78159,32.0
78160,18.0
78161,18.0
78162,18.0
78163,18.0
78164,18.0
78165,18.0
78166,18.0
78167,18.0
78168,20.0
78169,20.0
78170,20.0
78171,20.0
78172,20.0
78173,20.0
78174,20.0
78175,20.0
78176,49.0
78177,49.0
78178,49.0
78179,49.0
78180,49.0
78181,49.0
78182,49.0
78183,49.0
78184,52.0
78185,52.0
78186,52.0
78187,53.0
78188,53.0
78189,53.0
78190,53.0
78191,53.0
78192,33.0
78193,33.0
78194,33.0
78195,33.0
78196,33.0
78197,33.0
78198,33.0
78199,33.0
78200,27.0
78201,27.0
78202,27.0
78203,27.0
78204,27.0
78205,27.0
78206,27.0
78207,27.0
78208,28.0
78209,28.0
78210,28.0
78211,28.0
78212,28.0
78213,28.0
78214,28.0
78215,28.0
78216,37.0
78217,37.0
78218,37.0
78219,37.0
78220,37.0
78221,37.0
78222,37.0
78223,37.0
78224,33.0
78225,33.0
78226,33.0
78227,33.0
78228,33.0
78229,33.0
78230,33.0
78231,33.0
78232,35.0
78233,35.0
78234,35.0
78235,35.0
78236,35.0
78237,35.0
78238,35.0
78239,35.0
78240,38.0
78241,38.0
78242,38.0
78243,38.0
78244,38.0
78245,38.0
78246,38.0
78247,38.0
78248,24.0
78249,24.0
78250,24.0
78251,24.0
78252,24.0
78253,24.0
78254,24.0
78255,24.0
78256,15.0
78257,15.0
78258,15.0
78259,15.0
78260,15.0
78261,15.0
78262,15.0
78263,15.0
78264,40.0
78265,40.0
78266,40.0
78267,40.0
78268,40.0
78269,40.0
78270,40.0
78271,40.0
78272,52.0
78273,52.0
78274,52.0
78275,52.0
78276,52.0
78277,52.0
78278,52.0
78279,52.0
78280,32.0
78281,32.0
78282,32.0
78283,32.0
78284,32.0
78285,32.0
78286,32.0
78287,32.0
78288,41.0
78289,41.0
78290,41.0
78291,41.0
78292,41.0
78293,41.0
78294,41.0
78295,41.0
78296,37.0
78297,37.0
78298,37.0
78299,37.0
78300,37.0
78301,37.0
78302,37.0
78303,38.0
78304,32.0
78305,33.0
78306,33.0
78307,33.0
78308,33.0
78309,33.0
78310,33.0
78311,33.0
78312,24.0
78313,24.0
78314,24.0
78315,24.0
78316,24.0
78317,24.0
78318,24.0
78319,24.0
78320,55.0
78321,56.0
78322,56.0
78323,56.0
78324,56.0
78325,56.0
78326,56.0
78327,56.0
78328,39.0
78329,39.0
78330,39.0
78331,39.0
78332,39.0
78333,39.0
78334,39.0
78335,39.0
78336,42.0
78337,43.0
78338,43.0
78339,43.0
78340,43.0
78341,43.0
78342,43.0
78343,43.0
78344,47.0
78345,48.0
78346,48.0
78347,48.0
78348,48.0
78349,48.0
78350,48.0
78351,48.0
78352,34.0
78353,34.0
78354,34.0
78355,34.0
