,Credit_Mix
75868,Standard
75869,Standard
75870,Standard
75871,Standard
75872,Good
75873,Good
75874,Good
75875,Good
75876,Good
75877,Good
75878,Good
75879,Good
75880,Standard
75881,Standard
75882,Standard
75883,Standard
75884,Standard
75885,Standard
75886,Standard
75887,Standard
75888,Bad
75889,Bad
75890,Bad
75891,Bad
75892,Bad
75893,Bad
75894,Bad
75895,Bad
75896,Standard
75897,Standard
75898,Standard
75899,Standard
75900,Standard
75901,Standard
75902,Standard
75903,Standard
75904,Standard
75905,Standard
75906,Standard
75907,Standard
75908,Standard
75909,Standard
75910,Standard
75911,Standard
75912,Standard
75913,Standard
75914,Standard
75915,Standard
75916,Standard
75917,Standard
75918,Standard
75919,Standard
75920,Bad
75921,Bad
75922,Bad
75923,Bad
75924,Bad
75925,Bad
75926,Bad
75927,Bad
75928,Bad
75929,Bad
75930,Bad
75931,Bad
75932,Bad
75933,Bad
75934,Bad
75935,Bad
75936,Bad
75937,Bad
75938,Bad
75939,Bad
75940,Bad
75941,Bad
75942,Bad
75943,Bad
75944,Standard
75945,Standard
75946,Standard
75947,Standard
75948,Standard
75949,Standard
75950,Standard
75951,Standard
75952,Good
75953,Good
75954,Good
75955,Good
75956,Good
75957,Good
75958,Good
75959,Good
75960,Standard
75961,Standard
75962,Standard
75963,Standard
75964,Standard
75965,Standard
75966,Standard
75967,Standard
75968,Bad
75969,Bad
75970,Bad
75971,Bad
75972,Bad
75973,Bad
75974,Bad
75975,Bad
75976,Standard
75977,Standard
75978,Standard
75979,Standard
75980,Standard
75981,Standard
75982,Standard
75983,Standard
75984,Good
75985,Good
75986,Good
75987,Good
75988,Good
75989,Good
75990,Good
75991,Good
75992,Good
75993,Good
75994,Good
75995,Good
75996,Good
75997,Good
75998,Good
75999,Good
76000,Standard
76001,Standard
76002,Standard
76003,Standard
76004,Standard
76005,Standard
76006,Standard
76007,Standard
76008,Standard
76009,Standard
76010,Standard
76011,Standard
76012,Standard
76013,Standard
76014,Standard
76015,Standard
76016,Good
76017,Good
76018,Good
76019,Good
76020,Good
76021,Good
76022,Good
76023,Good
76024,Standard
76025,Standard
76026,Standard
76027,Standard
76028,Standard
76029,Standard
76030,Standard
76031,Standard
76032,Bad
76033,Bad
76034,Bad
76035,Bad
76036,Bad
76037,Bad
76038,Bad
76039,Bad
76040,Good
76041,Good
76042,Good
76043,Good
76044,Good
76045,Good
76046,Good
76047,Good
76048,Standard
76049,Standard
76050,Standard
76051,Standard
76052,Standard
76053,Standard
76054,Standard
76055,Standard
76056,Good
76057,Good
76058,Good
76059,Good
76060,Good
76061,Good
76062,Good
76063,Good
76064,Good
76065,Good
76066,Good
76067,Good
76068,Good
76069,Good
76070,Good
76071,Good
76072,Good
76073,Good
76074,Good
76075,Good
76076,Good
76077,Good
76078,Good
76079,Good
76080,Standard
76081,Standard
76082,Standard
76083,Standard
76084,Standard
76085,Standard
76086,Standard
76087,Standard
76088,Standard
76089,Standard
76090,Standard
76091,Standard
76092,Standard
76093,Standard
76094,Standard
76095,Standard
76096,Bad
76097,Bad
76098,Bad
76099,Bad
76100,Bad
76101,Bad
76102,Bad
76103,Bad
76104,Standard
76105,Standard
76106,Standard
76107,Standard
76108,Standard
76109,Standard
76110,Standard
76111,Standard
76112,Good
76113,Good
76114,Good
76115,Good
76116,Good
76117,Good
76118,Good
76119,Good
76120,Standard
76121,Standard
76122,Standard
76123,Standard
76124,Standard
76125,Standard
76126,Standard
76127,Standard
76128,Bad
76129,Bad
76130,Bad
76131,Bad
76132,Bad
76133,Bad
76134,Bad
76135,Bad
76136,Good
76137,Good
76138,Good
76139,Good
76140,Good
76141,Good
76142,Good
76143,Good
76144,Good
76145,Good
76146,Good
76147,Good
76148,Good
76149,Good
76150,Good
76151,Good
76152,Good
76153,Good
76154,Good
76155,Good
76156,Good
76157,Good
76158,Good
76159,Good
76160,Standard
76161,Standard
76162,Standard
76163,Standard
76164,Standard
76165,Standard
76166,Standard
76167,Standard
76168,Standard
76169,Standard
76170,Standard
76171,Standard
76172,Standard
76173,Standard
76174,Standard
76175,Standard
76176,Good
76177,Good
76178,Good
76179,Good
76180,Good
76181,Good
76182,Good
76183,Good
76184,Standard
76185,Standard
76186,Standard
76187,Standard
76188,Standard
76189,Standard
76190,Standard
76191,Standard
76192,Standard
76193,Standard
76194,Standard
76195,Standard
76196,Standard
76197,Standard
76198,Standard
76199,Standard
76200,Good
76201,Good
76202,Good
76203,Good
76204,Good
76205,Good
76206,Good
76207,Good
76208,Good
76209,Good
76210,Good
76211,Good
76212,Good
76213,Good
76214,Good
76215,Good
76216,Standard
76217,Standard
76218,Standard
76219,Standard
76220,Standard
76221,Standard
76222,Standard
76223,Standard
76224,Standard
76225,Standard
76226,Standard
76227,Standard
76228,Standard
76229,Standard
76230,Standard
76231,Standard
76232,Standard
76233,Standard
76234,Standard
76235,Standard
76236,Standard
76237,Standard
76238,Standard
76239,Standard
76240,Standard
76241,Standard
76242,Standard
76243,Standard
76244,Standard
76245,Standard
76246,Standard
76247,Standard
76248,Bad
76249,Bad
76250,Bad
76251,Bad
76252,Bad
76253,Bad
76254,Bad
76255,Bad
76256,Standard
76257,Standard
76258,Standard
76259,Standard
76260,Standard
76261,Standard
76262,Standard
76263,Standard
76264,Good
76265,Good
76266,Good
76267,Good
76268,Good
76269,Good
76270,Good
76271,Good
76272,Standard
76273,Standard
76274,Standard
76275,Standard
76276,Standard
76277,Standard
76278,Standard
76279,Standard
76280,Bad
76281,Bad
76282,Bad
76283,Bad
76284,Bad
76285,Bad
76286,Bad
76287,Bad
76288,Good
76289,Good
76290,Good
76291,Good
76292,Good
76293,Good
76294,Good
76295,Good
76296,Standard
76297,Standard
76298,Standard
76299,Standard
76300,Standard
76301,Standard
76302,Standard
76303,Standard
76304,Standard
76305,Standard
76306,Standard
76307,Standard
76308,Standard
76309,Standard
76310,Standard
76311,Standard
76312,Standard
76313,Standard
76314,Standard
76315,Standard
76316,Standard
76317,Standard
76318,Standard
76319,Standard
76320,Good
76321,Good
76322,Good
76323,Good
76324,Good
76325,Good
76326,Good
76327,Good
76328,Standard
76329,Standard
76330,Standard
76331,Standard
76332,Standard
76333,Standard
76334,Standard
76335,Standard
76336,Bad
76337,Bad
76338,Bad
76339,Bad
76340,Bad
76341,Bad
76342,Bad
76343,Bad
76344,Standard
76345,Standard
76346,Standard
76347,Standard
76348,Standard
76349,Standard
76350,Standard
76351,Standard
76352,Bad
76353,Bad
76354,Bad
76355,Bad
76356,Bad
76357,Bad
76358,Bad
76359,Bad
76360,Standard
76361,Standard
76362,Standard
76363,Standard
76364,Standard
76365,Standard
76366,Standard
76367,Standard
76368,Bad
76369,Bad
76370,Bad
76371,Bad
76372,Bad
76373,Bad
76374,Bad
76375,Bad
76376,Standard
76377,Standard
76378,Standard
76379,Standard
76380,Standard
76381,Standard
76382,Standard
76383,Standard
76384,Standard
76385,Standard
76386,Standard
76387,Standard
76388,Standard
76389,Standard
76390,Standard
76391,Standard
76392,Good
76393,Good
76394,Good
76395,Good
76396,Good
76397,Good
76398,Good
76399,Good
76400,Standard
76401,Standard
76402,Standard
76403,Standard
76404,Standard
76405,Standard
76406,Standard
76407,Standard
76408,Good
76409,Good
76410,Good
76411,Good
76412,Good
76413,Good
76414,Good
76415,Good
76416,Bad
76417,Bad
76418,Bad
76419,Bad
76420,Bad
76421,Bad
76422,Bad
76423,Bad
76424,Good
76425,Good
76426,Good
76427,Good
76428,Good
76429,Good
76430,Good
76431,Good
76432,Standard
76433,Standard
76434,Standard
76435,Standard
76436,Standard
76437,Standard
76438,Standard
76439,Standard
76440,Standard
76441,Standard
76442,Standard
76443,Standard
76444,Standard
76445,Standard
76446,Standard
76447,Standard
76448,Good
76449,Good
76450,Good
76451,Good
76452,Good
76453,Good
76454,Good
76455,Good
76456,Standard
76457,Standard
76458,Standard
76459,Standard
76460,Standard
76461,Standard
76462,Standard
76463,Standard
76464,Good
76465,Good
76466,Good
76467,Good
76468,Good
76469,Good
76470,Good
76471,Good
76472,Standard
76473,Standard
76474,Standard
76475,Standard
76476,Standard
76477,Standard
76478,Standard
76479,Standard
76480,Bad
76481,Bad
76482,Bad
76483,Bad
76484,Bad
76485,Bad
76486,Bad
76487,Bad
76488,Good
76489,Good
76490,Good
76491,Good
76492,Good
76493,Good
76494,Good
76495,Good
76496,Standard
76497,Standard
76498,Standard
76499,Standard
76500,Standard
76501,Standard
76502,Standard
76503,Standard
76504,Good
76505,Good
76506,Good
76507,Good
76508,Good
76509,Good
76510,Good
76511,Good
76512,Standard
76513,Standard
76514,Standard
76515,Standard
76516,Standard
76517,Standard
76518,Standard
76519,Standard
76520,Standard
76521,Standard
76522,Standard
76523,Standard
76524,Standard
76525,Standard
76526,Standard
76527,Standard
76528,Good
76529,Good
76530,Good
76531,Good
76532,Good
76533,Good
76534,Good
76535,Good
76536,Standard
76537,Standard
76538,Standard
76539,Standard
76540,Standard
76541,Standard
76542,Standard
76543,Standard
76544,Standard
76545,Standard
76546,Standard
76547,Standard
76548,Standard
76549,Standard
76550,Standard
76551,Standard
76552,Standard
76553,Standard
76554,Standard
76555,Standard
76556,Standard
76557,Standard
76558,Standard
76559,Standard
76560,Good
76561,Good
76562,Good
76563,Good
76564,Good
76565,Good
76566,Good
76567,Good
76568,Standard
76569,Standard
76570,Standard
76571,Standard
76572,Standard
76573,Standard
76574,Standard
76575,Standard
76576,Standard
76577,Standard
76578,Standard
76579,Standard
76580,Standard
76581,Standard
76582,Standard
76583,Standard
76584,Good
76585,Good
76586,Good
76587,Good
76588,Good
76589,Good
76590,Good
76591,Good
76592,Bad
76593,Bad
76594,Bad
76595,Bad
76596,Bad
76597,Bad
76598,Bad
76599,Bad
76600,Good
76601,Good
76602,Good
76603,Good
76604,Good
76605,Good
76606,Good
76607,Good
76608,Good
76609,Good
76610,Good
76611,Good
76612,Good
76613,Good
76614,Good
76615,Good
76616,Good
76617,Good
76618,Good
76619,Good
76620,Good
76621,Good
76622,Good
76623,Good
76624,Standard
76625,Standard
76626,Standard
76627,Standard
76628,Standard
76629,Standard
76630,Standard
76631,Standard
76632,Good
76633,Good
76634,Good
76635,Good
76636,Good
76637,Good
76638,Good
76639,Good
76640,Standard
76641,Standard
76642,Standard
76643,Standard
76644,Standard
76645,Standard
76646,Standard
76647,Standard
76648,Standard
76649,Standard
76650,Standard
76651,Standard
76652,Standard
76653,Standard
76654,Standard
76655,Standard
76656,Standard
76657,Standard
76658,Standard
76659,Standard
76660,Standard
76661,Standard
76662,Standard
76663,Standard
76664,Bad
76665,Bad
76666,Bad
76667,Bad
76668,Bad
76669,Bad
76670,Bad
76671,Bad
76672,Standard
76673,Standard
76674,Standard
76675,Standard
76676,Standard
76677,Standard
76678,Standard
76679,Standard
76680,Standard
76681,Standard
76682,Standard
76683,Standard
76684,Standard
76685,Standard
76686,Standard
76687,Standard
76688,Good
76689,Good
76690,Good
76691,Good
76692,Good
76693,Good
76694,Good
76695,Good
76696,Standard
76697,Standard
76698,Standard
76699,Standard
76700,Standard
76701,Standard
76702,Standard
76703,Standard
76704,Bad
76705,Bad
76706,Bad
76707,Bad
76708,Bad
76709,Bad
76710,Bad
76711,Bad
76712,Standard
76713,Standard
76714,Standard
76715,Standard
76716,Standard
76717,Standard
76718,Standard
76719,Standard
76720,Bad
76721,Bad
76722,Bad
76723,Bad
76724,Bad
76725,Bad
76726,Bad
76727,Bad
76728,Bad
76729,Bad
76730,Bad
76731,Bad
76732,Bad
76733,Bad
76734,Bad
76735,Bad
76736,Standard
76737,Standard
76738,Standard
76739,Standard
76740,Standard
76741,Standard
76742,Standard
76743,Standard
76744,Good
76745,Good
76746,Good
76747,Good
76748,Good
76749,Good
76750,Good
76751,Good
76752,Standard
76753,Standard
76754,Standard
76755,Standard
76756,Standard
76757,Standard
76758,Standard
76759,Standard
76760,Standard
76761,Standard
76762,Standard
76763,Standard
76764,Standard
76765,Standard
76766,Standard
76767,Standard
76768,Standard
76769,Standard
76770,Standard
76771,Standard
76772,Standard
76773,Standard
76774,Standard
76775,Standard
76776,Good
76777,Good
76778,Good
76779,Good
76780,Good
76781,Good
76782,Good
76783,Good
76784,Good
76785,Good
76786,Good
76787,Good
76788,Good
76789,Good
76790,Good
76791,Good
76792,Standard
76793,Standard
76794,Standard
76795,Standard
76796,Standard
76797,Standard
76798,Standard
76799,Standard
76800,Bad
76801,Bad
76802,Bad
76803,Bad
76804,Bad
76805,Bad
76806,Bad
76807,Bad
76808,Good
76809,Good
76810,Good
76811,Good
76812,Good
76813,Good
76814,Good
76815,Good
76816,Good
76817,Good
76818,Good
76819,Good
76820,Good
76821,Good
76822,Good
76823,Good
76824,Good
76825,Good
76826,Good
76827,Good
76828,Good
76829,Good
76830,Good
76831,Good
76832,Bad
76833,Bad
76834,Bad
76835,Bad
76836,Bad
76837,Bad
76838,Bad
76839,Bad
76840,Bad
76841,Bad
76842,Bad
76843,Bad
76844,Bad
76845,Bad
76846,Bad
76847,Bad
76848,Good
76849,Good
76850,Good
76851,Good
76852,Good
76853,Good
76854,Good
76855,Good
76856,Bad
76857,Bad
76858,Bad
76859,Bad
76860,Bad
76861,Bad
76862,Bad
76863,Bad
76864,Good
76865,Good
76866,Good
76867,Good
76868,Good
76869,Good
76870,Good
76871,Good
76872,Standard
76873,Standard
76874,Standard
76875,Standard
76876,Standard
76877,Standard
76878,Standard
76879,Standard
76880,Standard
76881,Standard
76882,Standard
76883,Standard
76884,Standard
76885,Standard
76886,Standard
76887,Standard
76888,Standard
76889,Standard
76890,Standard
76891,Standard
76892,Standard
76893,Standard
76894,Standard
76895,Standard
76896,Good
76897,Good
76898,Good
76899,Good
76900,Good
76901,Good
76902,Good
76903,Good
76904,Standard
76905,Standard
76906,Standard
76907,Standard
76908,Standard
76909,Standard
76910,Standard
76911,Standard
76912,Standard
76913,Standard
76914,Standard
76915,Standard
76916,Standard
76917,Standard
76918,Standard
76919,Standard
76920,Good
76921,Good
76922,Good
76923,Good
76924,Good
76925,Good
76926,Good
76927,Good
76928,Bad
76929,Bad
76930,Bad
76931,Bad
76932,Bad
76933,Bad
76934,Bad
76935,Bad
76936,Good
76937,Good
76938,Good
76939,Good
76940,Good
76941,Good
76942,Good
76943,Good
76944,Good
76945,Good
76946,Good
76947,Good
76948,Good
76949,Good
76950,Good
76951,Good
76952,Standard
76953,Standard
76954,Standard
76955,Standard
76956,Standard
76957,Standard
76958,Standard
76959,Standard
76960,Standard
76961,Standard
76962,Standard
76963,Standard
76964,Standard
76965,Standard
76966,Standard
76967,Standard
76968,Good
76969,Good
76970,Good
76971,Good
76972,Good
76973,Good
76974,Good
76975,Good
76976,Bad
76977,Bad
76978,Bad
76979,Bad
76980,Bad
76981,Bad
76982,Bad
76983,Bad
76984,Standard
76985,Standard
76986,Standard
76987,Standard
76988,Standard
76989,Standard
76990,Standard
76991,Standard
76992,Good
76993,Good
76994,Good
76995,Good
76996,Good
76997,Good
76998,Good
76999,Good
77000,Standard
77001,Standard
77002,Standard
77003,Standard
77004,Standard
77005,Standard
77006,Standard
77007,Standard
77008,Standard
77009,Standard
77010,Standard
77011,Standard
77012,Standard
77013,Standard
77014,Standard
77015,Standard
77016,Good
77017,Good
77018,Good
77019,Good
77020,Good
77021,Good
77022,Good
77023,Good
77024,Good
77025,Good
77026,Good
77027,Good
77028,Good
77029,Good
77030,Good
77031,Good
77032,Standard
77033,Standard
77034,Standard
77035,Standard
77036,Standard
77037,Standard
77038,Standard
77039,Standard
77040,Standard
77041,Standard
77042,Standard
77043,Standard
77044,Standard
77045,Standard
77046,Standard
77047,Standard
77048,Good
77049,Good
77050,Good
77051,Good
77052,Good
77053,Good
77054,Good
77055,Good
77056,Standard
77057,Standard
77058,Standard
77059,Standard
77060,Standard
77061,Standard
77062,Standard
77063,Standard
77064,Standard
77065,Standard
77066,Standard
77067,Standard
77068,Standard
77069,Standard
77070,Standard
77071,Standard
77072,Standard
77073,Standard
77074,Standard
77075,Standard
77076,Standard
77077,Standard
77078,Standard
77079,Standard
77080,Good
77081,Good
77082,Good
77083,Good
77084,Good
77085,Good
77086,Good
77087,Good
77088,Standard
77089,Standard
77090,Standard
77091,Standard
77092,Standard
77093,Standard
77094,Standard
77095,Standard
77096,Standard
77097,Standard
77098,Standard
77099,Standard
77100,Standard
77101,Standard
77102,Standard
77103,Standard
77104,Good
77105,Good
77106,Good
77107,Good
77108,Good
77109,Good
77110,Good
77111,Good
77112,Good
77113,Good
77114,Good
77115,Good
77116,Good
77117,Good
77118,Good
77119,Good
77120,Good
77121,Good
77122,Good
77123,Good
77124,Good
77125,Good
77126,Good
77127,Good
77128,Bad
77129,Bad
77130,Bad
77131,Bad
77132,Bad
77133,Bad
77134,Bad
77135,Bad
77136,Good
77137,Good
77138,Good
77139,Good
77140,Good
77141,Good
77142,Good
77143,Good
77144,Standard
77145,Standard
77146,Standard
77147,Standard
77148,Standard
77149,Standard
77150,Standard
77151,Standard
77152,Good
77153,Good
77154,Good
77155,Good
77156,Good
77157,Good
77158,Good
77159,Good
77160,Standard
77161,Standard
77162,Standard
77163,Standard
77164,Standard
77165,Standard
77166,Standard
77167,Standard
77168,Good
77169,Good
77170,Good
77171,Good
77172,Good
77173,Good
77174,Good
77175,Good
77176,Standard
77177,Standard
77178,Standard
77179,Standard
77180,Standard
77181,Standard
77182,Standard
77183,Standard
77184,Good
77185,Good
77186,Good
77187,Good
77188,Good
77189,Good
77190,Good
77191,Good
77192,Standard
77193,Standard
77194,Standard
77195,Standard
77196,Standard
77197,Standard
77198,Standard
77199,Standard
77200,Standard
77201,Standard
77202,Standard
77203,Standard
77204,Standard
77205,Standard
77206,Standard
77207,Standard
77208,Standard
77209,Standard
77210,Standard
77211,Standard
77212,Standard
77213,Standard
77214,Standard
77215,Standard
77216,Standard
77217,Standard
77218,Standard
77219,Standard
77220,Standard
77221,Standard
77222,Standard
77223,Standard
77224,Standard
77225,Standard
77226,Standard
77227,Standard
77228,Standard
77229,Standard
77230,Standard
77231,Standard
77232,Good
77233,Good
77234,Good
77235,Good
77236,Good
77237,Good
77238,Good
77239,Good
77240,Standard
77241,Standard
77242,Standard
77243,Standard
77244,Standard
77245,Standard
77246,Standard
77247,Standard
77248,Standard
77249,Standard
77250,Standard
77251,Standard
77252,Standard
77253,Standard
77254,Standard
77255,Standard
77256,Good
77257,Good
77258,Good
77259,Good
77260,Good
77261,Good
77262,Good
77263,Good
77264,Good
77265,Good
77266,Good
77267,Good
77268,Good
77269,Good
77270,Good
77271,Good
77272,Standard
77273,Standard
77274,Standard
77275,Standard
77276,Standard
77277,Standard
77278,Standard
77279,Standard
77280,Good
77281,Good
77282,Good
77283,Good
77284,Good
77285,Good
77286,Good
77287,Good
77288,Standard
77289,Standard
77290,Standard
77291,Standard
77292,Standard
77293,Standard
77294,Standard
77295,Standard
77296,Good
77297,Good
77298,Good
77299,Good
77300,Good
77301,Good
77302,Good
77303,Good
77304,Standard
77305,Standard
77306,Standard
77307,Standard
77308,Standard
77309,Standard
77310,Standard
77311,Standard
77312,Good
77313,Good
77314,Good
77315,Good
77316,Good
77317,Good
77318,Good
77319,Good
77320,Good
77321,Good
77322,Good
77323,Good
77324,Good
77325,Good
77326,Good
77327,Good
77328,Standard
77329,Standard
77330,Standard
77331,Standard
77332,Standard
77333,Standard
77334,Standard
77335,Standard
77336,Good
77337,Good
77338,Good
77339,Good
77340,Good
77341,Good
77342,Good
77343,Good
77344,Bad
77345,Bad
77346,Bad
77347,Bad
77348,Bad
77349,Bad
77350,Bad
77351,Bad
77352,Good
77353,Good
77354,Good
77355,Good
77356,Good
77357,Good
77358,Good
77359,Good
77360,Standard
77361,Standard
77362,Standard
77363,Standard
77364,Standard
77365,Standard
77366,Standard
77367,Standard
77368,Standard
77369,Standard
77370,Standard
77371,Standard
77372,Standard
77373,Standard
77374,Standard
77375,Standard
77376,Bad
77377,Bad
77378,Bad
77379,Bad
77380,Bad
77381,Bad
77382,Bad
77383,Bad
77384,Standard
77385,Standard
77386,Standard
77387,Standard
77388,Standard
77389,Standard
77390,Standard
77391,Standard
77392,Good
77393,Good
77394,Good
77395,Good
77396,Good
77397,Good
77398,Good
77399,Good
77400,Good
77401,Good
77402,Good
77403,Good
77404,Good
77405,Good
77406,Good
77407,Good
77408,Good
77409,Good
77410,Good
77411,Good
77412,Good
77413,Good
77414,Good
77415,Good
77416,Standard
77417,Standard
77418,Standard
77419,Standard
77420,Standard
77421,Standard
77422,Standard
77423,Standard
77424,Bad
77425,Bad
77426,Bad
77427,Bad
77428,Bad
77429,Bad
77430,Bad
77431,Bad
77432,Standard
77433,Standard
77434,Standard
77435,Standard
77436,Standard
77437,Standard
77438,Standard
77439,Standard
77440,Good
77441,Good
77442,Good
77443,Good
77444,Good
77445,Good
77446,Good
77447,Good
77448,Good
77449,Good
77450,Good
77451,Good
77452,Good
77453,Good
77454,Good
77455,Good
77456,Standard
77457,Standard
77458,Standard
77459,Standard
77460,Standard
77461,Standard
77462,Standard
77463,Standard
77464,Good
77465,Good
77466,Good
77467,Good
77468,Good
77469,Good
77470,Good
77471,Good
77472,Standard
77473,Standard
77474,Standard
77475,Standard
77476,Standard
77477,Standard
77478,Standard
77479,Standard
77480,Good
77481,Good
77482,Good
77483,Good
77484,Good
77485,Good
77486,Good
77487,Good
77488,Good
77489,Good
77490,Good
77491,Good
77492,Good
77493,Good
77494,Good
77495,Good
77496,Bad
77497,Bad
77498,Bad
77499,Bad
77500,Bad
77501,Bad
77502,Bad
77503,Bad
77504,Bad
77505,Bad
77506,Bad
77507,Bad
77508,Bad
77509,Bad
77510,Bad
77511,Bad
77512,Bad
77513,Bad
77514,Bad
77515,Bad
77516,Bad
77517,Bad
77518,Bad
77519,Bad
77520,Standard
77521,Standard
77522,Standard
77523,Standard
77524,Standard
77525,Standard
77526,Standard
77527,Standard
77528,Bad
77529,Bad
77530,Bad
77531,Bad
77532,Bad
77533,Bad
77534,Bad
77535,Bad
77536,Good
77537,Good
77538,Good
77539,Good
77540,Good
77541,Good
77542,Good
77543,Good
77544,Good
77545,Good
77546,Good
77547,Good
77548,Good
77549,Good
77550,Good
77551,Good
77552,Bad
77553,Bad
77554,Bad
77555,Bad
77556,Bad
77557,Bad
77558,Bad
77559,Bad
77560,Bad
77561,Bad
77562,Bad
77563,Bad
77564,Bad
77565,Bad
77566,Bad
77567,Bad
77568,Standard
77569,Standard
77570,Standard
77571,Standard
77572,Standard
77573,Standard
77574,Standard
77575,Standard
77576,Bad
77577,Bad
77578,Bad
77579,Bad
77580,Bad
77581,Bad
77582,Bad
77583,Bad
77584,Good
77585,Good
77586,Good
77587,Good
77588,Good
77589,Good
77590,Good
77591,Good
77592,Good
77593,Good
77594,Good
77595,Good
77596,Good
77597,Good
77598,Good
77599,Good
77600,Standard
77601,Standard
77602,Standard
77603,Standard
77604,Standard
77605,Standard
77606,Standard
77607,Standard
77608,Standard
77609,Standard
77610,Standard
77611,Standard
77612,Standard
77613,Standard
77614,Standard
77615,Standard
77616,Bad
77617,Bad
77618,Bad
77619,Bad
77620,Bad
77621,Bad
77622,Bad
77623,Bad
77624,Bad
77625,Bad
77626,Bad
77627,Bad
77628,Bad
77629,Bad
77630,Bad
77631,Bad
77632,Bad
77633,Bad
77634,Bad
77635,Bad
77636,Bad
77637,Bad
77638,Bad
77639,Bad
77640,Standard
77641,Standard
77642,Standard
77643,Standard
77644,Standard
77645,Standard
77646,Standard
77647,Standard
77648,Good
77649,Good
77650,Good
77651,Good
77652,Good
77653,Good
77654,Good
77655,Good
77656,Good
77657,Good
77658,Good
77659,Good
77660,Good
77661,Good
77662,Good
77663,Good
77664,Bad
77665,Bad
77666,Bad
77667,Bad
77668,Bad
77669,Bad
77670,Bad
77671,Bad
77672,Standard
77673,Standard
77674,Standard
77675,Standard
77676,Standard
77677,Standard
77678,Standard
77679,Standard
77680,Bad
77681,Bad
77682,Bad
77683,Bad
77684,Bad
77685,Bad
77686,Bad
77687,Bad
77688,Good
77689,Good
77690,Good
77691,Good
77692,Good
77693,Good
77694,Good
77695,Good
77696,Standard
77697,Standard
77698,Standard
77699,Standard
77700,Standard
77701,Standard
77702,Standard
77703,Standard
77704,Standard
77705,Standard
77706,Standard
77707,Standard
77708,Standard
77709,Standard
77710,Standard
77711,Standard
77712,Standard
77713,Standard
77714,Standard
77715,Standard
77716,Standard
77717,Standard
77718,Standard
77719,Standard
77720,Standard
77721,Standard
77722,Standard
77723,Standard
77724,Standard
77725,Standard
77726,Standard
77727,Standard
77728,Standard
77729,Standard
77730,Standard
77731,Standard
77732,Standard
77733,Standard
77734,Standard
77735,Standard
77736,Standard
77737,Standard
77738,Standard
77739,Standard
77740,Standard
77741,Standard
77742,Standard
77743,Standard
77744,Standard
77745,Standard
77746,Standard
77747,Standard
77748,Standard
77749,Standard
77750,Standard
77751,Standard
77752,Bad
77753,Bad
77754,Bad
77755,Bad
77756,Bad
77757,Bad
77758,Bad
77759,Bad
77760,Standard
77761,Standard
77762,Standard
77763,Standard
77764,Standard
77765,Standard
77766,Standard
77767,Standard
77768,Standard
77769,Standard
77770,Standard
77771,Standard
77772,Standard
77773,Standard
77774,Standard
77775,Standard
77776,Good
77777,Good
77778,Good
77779,Good
77780,Good
77781,Good
77782,Good
77783,Good
77784,Good
77785,Good
77786,Good
77787,Good
77788,Good
77789,Good
77790,Good
77791,Good
77792,Standard
77793,Standard
77794,Standard
77795,Standard
77796,Standard
77797,Standard
77798,Standard
77799,Standard
77800,Standard
77801,Standard
77802,Standard
77803,Standard
77804,Standard
77805,Standard
77806,Standard
77807,Standard
77808,Good
77809,Good
77810,Good
77811,Good
77812,Good
77813,Good
77814,Good
77815,Good
77816,Good
77817,Good
77818,Good
77819,Good
77820,Good
77821,Good
77822,Good
77823,Good
77824,Bad
77825,Bad
77826,Bad
77827,Bad
77828,Bad
77829,Bad
77830,Bad
77831,Bad
77832,Bad
77833,Bad
77834,Bad
77835,Bad
77836,Bad
77837,Bad
77838,Bad
77839,Bad
77840,Good
77841,Good
77842,Good
77843,Good
77844,Good
77845,Good
77846,Good
77847,Good
77848,Standard
77849,Standard
77850,Standard
77851,Standard
77852,Standard
77853,Standard
77854,Standard
77855,Standard
77856,Bad
77857,Bad
77858,Bad
77859,Bad
77860,Bad
77861,Bad
77862,Bad
77863,Bad
77864,Good
77865,Good
77866,Good
77867,Good
77868,Good
77869,Good
77870,Good
77871,Good
77872,Bad
77873,Bad
77874,Bad
77875,Bad
77876,Bad
77877,Bad
77878,Bad
77879,Bad
77880,Bad
77881,Bad
77882,Bad
77883,Bad
77884,Bad
77885,Bad
77886,Bad
77887,Bad
77888,Bad
77889,Bad
77890,Bad
77891,Bad
77892,Bad
77893,Bad
77894,Bad
77895,Bad
77896,Bad
77897,Bad
77898,Bad
77899,Bad
77900,Bad
77901,Bad
77902,Bad
77903,Bad
77904,Standard
77905,Standard
77906,Standard
77907,Standard
77908,Standard
77909,Standard
77910,Standard
77911,Standard
77912,Standard
77913,Standard
77914,Standard
77915,Standard
77916,Standard
77917,Standard
77918,Standard
77919,Standard
77920,_
77921,_
77922,_
77923,_
77924,_
77925,_
77926,_
77927,_
77928,Bad
77929,Bad
77930,Bad
77931,Bad
77932,Bad
77933,Bad
77934,Bad
77935,Bad
77936,Standard
77937,Standard
77938,Standard
77939,Standard
77940,Standard
77941,Standard
77942,Standard
77943,Standard
77944,Standard
77945,Standard
77946,Standard
77947,Standard
77948,Standard
77949,Standard
77950,Standard
77951,Standard
77952,Bad
77953,Bad
77954,Bad
77955,Bad
77956,Bad
77957,Bad
77958,Bad
77959,Bad
77960,Standard
77961,Standard
77962,Standard
77963,Standard
77964,Standard
77965,Standard
77966,Standard
77967,Standard
77968,Good
77969,Good
77970,Good
