,Changed_Credit_Limit
60371,4.4
60372,4.4
60373,4.4
60374,4.4
60375,4.4
60376,7.64
60377,11.64
60378,7.64
60379,1.64
60380,7.64
60381,7.64
60382,7.64
60383,14.64
60384,3.59
60385,7.59
60386,13.59
60387,12.59
60388,7.59
60389,7.59
60390,7.59
60391,7.59
60392,7.67
60393,7.67
60394,7.67
60395,7.67
60396,7.67
60397,7.67
60398,7.67
60399,7.67
60400,3.88
60401,3.88
60402,3.88
60403,3.88
60404,3.88
60405,3.88
60406,3.88
60407,3.88
60408,5.53
60409,4.53
60410,2.53
60411,5.53
60412,5.53
60413,5.53
60414,5.53
60415,5.53
60416,6.08
60417,6.08
60418,5.08
60419,6.08
60420,6.08
60421,6.08
60422,6.08
60423,6.08
60424,1.1
60425,1.1
60426,1.1
60427,1.1
60428,1.1
60429,1.1
60430,1.1
60431,1.1
60432,8.61
60433,4.61
60434,9.61
60435,8.61
60436,8.61
60437,8.61
60438,8.61
60439,8.61
60440,17.16
60441,17.16
60442,17.16
60443,17.16
60444,17.16
60445,17.16
60446,17.16
60447,15.16
60448,29.77
60449,31.77
60450,29.77
60451,29.77
60452,34.77
60453,29.77
60454,29.77
60455,29.77
60456,10.17
60457,10.17
60458,10.17
60459,10.17
60460,10.17
60461,10.17
60462,10.17
60463,10.17
60464,23.88
60465,25.88
60466,25.88
60467,25.88
60468,25.88
60469,25.88
60470,22.88
60471,25.88
60472,27.62
60473,27.62
60474,25.62
60475,27.62
60476,32.62
60477,30.62
60478,27.62
60479,27.62
60480,19.6
60481,13.6
60482,19.6
60483,19.6
60484,19.6
60485,16.6
60486,19.6
60487,19.6
60488,4.68
60489,4.68
60490,4.68
60491,4.68
60492,6.68
60493,4.68
60494,4.68
60495,4.68
60496,10.64
60497,10.64
60498,16.64
60499,10.64
60500,10.64
60501,10.64
60502,10.64
60503,11.64
60504,18.78
60505,17.78
60506,18.78
60507,18.78
60508,18.78
60509,18.78
60510,18.78
60511,18.78
60512,10.84
60513,10.84
60514,10.84
60515,10.84
60516,10.84
60517,3.84
60518,8.84
60519,10.84
60520,2.1
60521,2.1
60522,2.1
60523,2.1
60524,2.1
60525,2.1
60526,2.1
60527,1.1
60528,7.35
60529,7.35
60530,7.35
60531,7.35
60532,7.35
60533,7.35
60534,7.35
60535,7.35
60536,8.04
60537,8.04
60538,8.04
60539,8.04
60540,10.04
60541,8.04
60542,11.04
60543,8.04
60544,12.75
60545,12.75
60546,12.75
60547,12.75
60548,12.75
60549,9.75
60550,12.75
60551,12.75
60552,8.12
60553,8.12
60554,8.12
60555,8.12
60556,8.12
60557,8.12
60558,8.12
60559,8.12
60560,12.56
60561,11.56
60562,9.56
60563,11.56
60564,11.56
60565,11.56
60566,11.56
60567,11.56
60568,14.79
60569,14.79
60570,18.79
60571,14.79
60572,14.79
60573,14.79
60574,14.79
60575,14.79
60576,8.77
60577,1.77
60578,5.77
60579,8.77
60580,8.77
60581,8.77
60582,8.77
60583,11.77
60584,3.3
60585,3.3
60586,3.3
60587,3.3
60588,3.3
60589,3.3
60590,3.3
60591,3.3
60592,6.06
60593,11.06
60594,11.06
60595,5.06
60596,11.06
60597,11.06
60598,4.06
60599,11.06
60600,10.0
60601,10.0
60602,10.0
60603,10.0
60604,10.0
60605,10.0
60606,10.0
60607,10.0
60608,2.53
60609,2.53
60610,6.53
60611,2.53
60612,2.53
60613,2.53
60614,2.53
60615,2.53
60616,1.07
60617,1.07
60618,1.07
60619,1.07
60620,1.07
60621,1.07
60622,1.07
60623,1.07
60624,13.59
60625,13.59
60626,13.59
60627,13.59
60628,13.59
60629,13.59
60630,13.59
60631,13.59
60632,9.39
60633,9.39
60634,9.39
60635,9.39
60636,9.39
60637,9.39
60638,16.39
60639,9.39
60640,11.07
60641,4.07
60642,11.07
60643,11.07
60644,11.07
60645,11.07
60646,11.07
60647,11.07
60648,18.85
60649,18.85
60650,18.85
60651,18.85
60652,18.85
60653,18.85
60654,18.85
60655,18.85
60656,2.92
60657,2.92
60658,2.92
60659,2.92
60660,2.92
60661,2.92
60662,2.92
60663,2.92
60664,3.15
60665,3.15
60666,3.15
60667,2.15
60668,3.15
60669,3.15
60670,3.15
60671,9.15
60672,9.39
60673,13.39
60674,9.39
60675,9.39
60676,9.39
60677,9.39
60678,9.39
60679,9.39
60680,9.5
60681,9.5
60682,9.5
60683,9.5
60684,9.5
60685,9.5
60686,9.5
60687,9.5
60688,4.53
60689,4.53
60690,4.53
60691,4.53
60692,4.53
60693,4.53
60694,4.53
60695,4.53
60696,11.73
60697,11.73
60698,11.73
60699,11.73
60700,5.73
60701,11.73
60702,11.73
60703,11.73
60704,16.37
60705,16.37
60706,16.37
60707,16.37
60708,16.37
60709,16.37
60710,16.37
60711,16.37
60712,25.41
60713,25.41
60714,29.41
60715,18.41
60716,25.41
60717,25.41
60718,25.41
60719,25.41
60720,8.05
60721,8.05
60722,8.05
60723,8.05
60724,8.05
60725,8.05
60726,8.05
60727,5.05
60728,27.12
60729,27.12
60730,27.12
60731,27.12
60732,27.12
60733,27.12
60734,27.12
60735,27.12
60736,14.07
60737,15.07
60738,14.07
60739,14.07
60740,9.07
60741,14.07
60742,14.07
60743,14.07
60744,10.8
60745,10.8
60746,10.8
60747,10.8
60748,10.8
60749,10.8
60750,10.8
60751,10.8
60752,1.35
60753,1.35
60754,1.35
60755,1.35
60756,1.35
60757,1.35
60758,1.35
60759,1.35
60760,9.41
60761,9.41
60762,4.41
60763,9.41
60764,9.41
60765,5.41
60766,9.41
60767,9.41
60768,26.92
60769,26.92
60770,26.92
60771,26.92
60772,26.92
60773,26.92
60774,26.92
60775,26.92
60776,1.27
60777,1.27
60778,1.27
60779,1.27
60780,1.27
60781,1.27
60782,1.27
60783,1.27
60784,9.71
60785,9.71
60786,10.71
60787,9.71
60788,9.71
60789,9.71
60790,9.71
60791,9.71
60792,7.55
60793,7.55
60794,7.55
60795,7.55
60796,7.55
60797,7.55
60798,7.55
60799,7.55
60800,23.04
60801,23.04
60802,23.04
60803,23.04
60804,23.04
60805,23.04
60806,23.04
60807,23.04
60808,18.3
60809,18.3
60810,12.3
60811,18.3
60812,18.3
60813,18.3
60814,18.3
60815,18.3
60816,4.93
60817,4.93
60818,1.93
60819,4.93
60820,4.93
60821,4.93
60822,4.93
60823,4.93
60824,0.97
60825,0.97
60826,0.97
60827,0.97
60828,0.97
60829,0.97
60830,0.97
60831,5.97
60832,2.84
60833,7.84
60834,3.84
60835,2.84
60836,2.84
60837,2.84
60838,2.84
60839,5.84
60840,16.92
60841,16.92
60842,16.92
60843,16.92
60844,16.92
60845,12.92
60846,16.92
60847,16.92
60848,16.94
60849,15.94
60850,16.94
60851,17.94
60852,16.94
60853,16.94
60854,16.94
60855,16.94
60856,20.47
60857,15.47
60858,15.47
60859,15.47
60860,19.47
60861,15.47
60862,15.47
60863,15.47
60864,14.03
60865,14.03
60866,17.03
60867,9.03
60868,14.03
60869,14.03
60870,14.03
60871,14.03
60872,10.58
60873,10.58
60874,10.58
60875,10.58
60876,10.58
60877,8.58
60878,10.58
60879,13.58
60880,11.16
60881,10.16
60882,11.16
60883,11.16
60884,11.16
60885,11.16
60886,11.16
60887,11.16
60888,8.78
60889,8.78
60890,8.78
60891,13.78
60892,8.78
60893,8.78
60894,8.78
60895,8.78
60896,10.83
60897,10.83
60898,10.83
60899,10.83
60900,10.83
60901,10.83
60902,10.83
60903,10.83
60904,16.45
60905,16.45
60906,16.45
60907,22.45
60908,16.45
60909,16.45
60910,16.45
60911,16.45
60912,1.71
60913,1.71
60914,1.71
60915,1.71
60916,1.71
60917,1.71
60918,1.71
60919,1.71
60920,3.69
60921,3.69
60922,3.69
60923,3.69
60924,3.69
60925,3.69
60926,0.69
60927,3.69
60928,5.82
60929,4.82
60930,5.82
60931,5.82
60932,8.82
60933,5.82
60934,5.82
60935,5.82
60936,10.96
60937,10.96
60938,10.96
60939,10.96
60940,10.96
60941,10.96
60942,10.96
60943,10.96
60944,0.96
60945,0.96
60946,0.96
60947,0.96
60948,0.96
60949,0.96
60950,0.96
60951,0.96
60952,19.88
60953,20.88
60954,20.88
60955,20.88
60956,20.88
60957,26.88
60958,20.88
60959,16.88
60960,4.86
60961,4.86
60962,4.86
60963,4.86
60964,4.86
60965,4.86
60966,4.86
60967,4.86
60968,8.63
60969,8.63
60970,8.63
60971,8.63
60972,8.63
60973,2.63
60974,8.63
60975,8.63
60976,7.68
60977,7.68
60978,7.68
60979,7.68
60980,7.68
60981,7.68
60982,7.68
60983,7.68
60984,5.64
60985,5.64
60986,5.64
60987,5.64
60988,5.64
60989,5.64
60990,5.64
60991,5.64
60992,5.12
60993,5.12
60994,5.12
60995,5.12
60996,5.12
60997,5.12
60998,2.12
60999,5.12
61000,4.61
61001,4.61
61002,4.61
61003,10.61
61004,4.61
61005,4.61
61006,4.61
61007,4.61
61008,16.27
61009,22.27
61010,16.27
61011,19.27
61012,16.27
61013,16.27
61014,16.27
61015,16.27
61016,5.65
61017,5.65
61018,5.65
61019,5.65
61020,5.65
61021,5.65
61022,5.65
61023,5.65
61024,7.94
61025,7.94
61026,7.94
61027,0.94
61028,7.94
61029,7.94
61030,7.94
61031,7.94
61032,9.3
61033,9.3
61034,9.3
61035,9.3
61036,9.3
61037,9.3
61038,9.3
61039,9.3
61040,13.96
61041,13.96
61042,13.96
61043,13.96
61044,13.96
61045,13.96
61046,13.96
61047,13.96
61048,1.76
61049,1.76
61050,1.76
61051,1.76
61052,1.76
61053,1.76
61054,1.76
61055,1.76
61056,5.56
61057,11.56
61058,11.56
61059,11.56
61060,11.56
61061,11.56
61062,13.56
61063,11.56
61064,4.87
61065,1.87
61066,4.87
61067,4.87
61068,5.87
61069,4.87
61070,4.87
61071,4.87
61072,3.34
61073,10.34
61074,10.34
61075,10.34
61076,10.34
61077,10.34
61078,10.34
61079,10.34
61080,1.78
61081,1.78
61082,1.78
61083,1.78
61084,4.78
61085,1.78
61086,7.78
61087,1.78
61088,11.89
61089,12.89
61090,7.89
61091,12.89
61092,12.89
61093,12.89
61094,12.89
61095,12.89
61096,24.94
61097,24.94
61098,24.94
61099,24.94
61100,24.94
61101,24.94
61102,24.94
61103,24.94
61104,9.52
61105,9.52
61106,9.52
61107,9.52
61108,9.52
61109,16.52
61110,10.52
61111,9.52
61112,14.74
61113,17.74
61114,14.74
61115,14.74
61116,14.74
61117,20.74
61118,14.74
61119,14.74
61120,11.66
61121,11.66
61122,11.66
61123,11.66
61124,11.66
61125,11.66
61126,11.66
61127,11.66
61128,7.76
61129,7.76
61130,14.76
61131,7.76
61132,7.76
61133,7.76
61134,7.76
61135,7.76
61136,7.57
61137,7.57
61138,7.57
61139,3.57
61140,7.57
61141,7.57
61142,7.57
61143,1.57
61144,7.46
61145,7.46
61146,7.46
61147,7.46
61148,7.46
61149,7.46
61150,7.46
61151,7.46
61152,16.62
61153,16.62
61154,16.62
61155,16.62
61156,16.62
61157,16.62
61158,16.62
61159,16.62
61160,6.11
61161,6.11
61162,6.11
61163,6.11
61164,6.11
61165,6.11
61166,6.11
61167,6.11
61168,2.0
61169,2.0
61170,2.0
61171,2.0
61172,2.0
61173,2.0
61174,2.0
61175,2.0
61176,10.07
61177,17.07
61178,10.07
61179,10.07
61180,10.07
61181,10.07
61182,10.07
61183,10.07
61184,7.14
61185,7.14
61186,7.14
61187,7.14
61188,7.14
61189,7.14
61190,7.14
61191,7.14
61192,11.51
61193,11.51
61194,11.51
61195,13.51
61196,11.51
61197,11.51
61198,13.51
61199,11.51
61200,11.09
61201,11.09
61202,11.09
61203,11.09
61204,11.09
61205,11.09
61206,9.09
61207,11.09
61208,2.38
61209,2.38
61210,2.38
61211,2.38
61212,2.38
61213,2.38
61214,2.38
61215,2.38
61216,2.55
61217,2.55
61218,2.55
61219,2.55
61220,2.55
61221,2.55
61222,2.55
61223,2.55
61224,15.9
61225,15.9
61226,15.9
61227,15.9
61228,18.9
61229,10.9
61230,15.9
61231,15.9
61232,19.87
61233,19.87
61234,13.87
61235,19.87
61236,19.87
61237,19.87
61238,24.87
61239,14.87
61240,16.48
61241,17.48
61242,16.48
61243,16.48
61244,15.48
61245,16.48
61246,16.48
61247,16.48
61248,5.91
61249,5.91
61250,5.91
61251,5.91
61252,5.91
61253,5.91
61254,5.91
61255,5.91
61256,7.8
61257,7.8
61258,7.8
61259,7.8
61260,7.8
61261,7.8
61262,7.8
61263,7.8
61264,13.2
61265,13.2
61266,13.2
61267,13.2
61268,13.2
61269,13.2
61270,13.2
61271,13.2
61272,4.91
61273,4.91
61274,4.91
61275,4.91
61276,4.91
61277,4.91
61278,4.91
61279,4.91
61280,8.97
61281,8.97
61282,8.97
61283,8.97
61284,8.97
61285,8.97
61286,8.97
61287,8.97
61288,14.71
61289,14.71
61290,14.71
61291,14.71
61292,14.71
61293,14.71
61294,14.71
61295,14.71
61296,5.86
61297,5.86
61298,5.86
61299,5.86
61300,5.86
61301,5.86
61302,5.86
61303,5.86
61304,16.85
61305,16.85
61306,16.85
61307,16.85
61308,16.85
61309,19.85
61310,16.85
61311,16.85
61312,6.73
61313,6.73
61314,6.73
61315,6.73
61316,6.73
61317,6.73
61318,6.73
61319,6.73
61320,8.47
61321,8.47
61322,8.47
61323,8.47
61324,8.47
61325,8.47
61326,8.47
61327,8.47
61328,10.96
61329,10.96
61330,12.96
61331,10.96
61332,10.96
61333,10.96
61334,10.96
61335,5.96
61336,1.96
61337,1.96
61338,1.96
61339,1.96
61340,1.96
61341,1.96
61342,1.96
61343,1.96
61344,17.52
61345,17.52
61346,17.52
61347,17.52
61348,17.52
61349,17.52
61350,17.52
61351,17.52
61352,1.33
61353,1.33
61354,1.33
61355,1.33
61356,1.33
61357,1.33
61358,1.33
61359,1.33
61360,6.13
61361,9.13
61362,9.13
61363,9.13
61364,9.13
61365,9.13
61366,9.13
61367,9.13
61368,23.52
61369,17.52
61370,17.52
61371,17.52
61372,17.52
61373,17.52
61374,17.52
61375,17.52
61376,16.25
61377,11.25
61378,11.25
61379,8.25
61380,11.25
61381,7.25
61382,11.25
61383,11.25
61384,5.12
61385,5.12
61386,0.12
61387,9.12
61388,5.12
61389,5.12
61390,5.12
61391,5.12
61392,10.06
61393,10.06
61394,10.06
61395,10.06
61396,13.06
61397,10.06
61398,10.06
61399,10.06
61400,9.75
61401,9.75
61402,9.75
61403,9.75
61404,9.75
61405,9.75
61406,9.75
61407,9.75
61408,15.89
61409,15.89
61410,15.89
61411,15.89
61412,15.89
61413,15.89
61414,15.89
61415,15.89
61416,10.45
61417,10.45
61418,5.45
61419,10.45
61420,10.45
61421,10.45
61422,10.45
61423,10.45
61424,5.96
61425,10.96
61426,10.96
61427,10.96
61428,10.96
61429,10.96
61430,10.96
61431,14.96
61432,7.51
61433,7.51
61434,7.51
61435,7.51
61436,7.51
61437,7.51
61438,7.51
61439,7.51
61440,10.79
61441,10.79
61442,10.79
61443,10.79
61444,10.79
61445,10.79
61446,10.79
61447,10.79
61448,17.06
61449,17.06
61450,17.06
61451,17.06
61452,17.06
61453,17.06
61454,17.06
61455,17.06
61456,9.28
61457,9.28
61458,9.28
61459,9.28
61460,9.28
61461,9.28
61462,9.28
61463,10.28
61464,8.88
61465,8.88
61466,4.88
61467,8.88
61468,7.88
61469,8.88
61470,15.88
61471,8.88
61472,15.5
61473,15.5
61474,15.5
61475,15.5
61476,15.5
61477,22.5
61478,15.5
61479,15.5
61480,17.81
61481,12.81
61482,17.81
61483,11.81
61484,17.81
61485,21.81
61486,17.81
61487,17.81
61488,11.35
61489,11.35
61490,16.35
61491,5.35
61492,11.35
61493,11.35
61494,8.35
61495,11.35
61496,8.69
61497,8.69
61498,8.69
61499,8.69
61500,8.69
61501,8.69
61502,8.69
61503,8.69
61504,14.35
61505,14.35
61506,14.35
61507,14.35
61508,14.35
61509,14.35
61510,14.35
61511,14.35
61512,3.97
61513,3.97
61514,3.97
61515,3.97
61516,3.97
61517,3.97
61518,3.97
61519,3.97
61520,30.06
61521,25.06
61522,25.06
61523,25.06
61524,25.06
61525,25.06
61526,25.06
61527,25.06
61528,9.28
61529,9.28
61530,9.28
61531,9.28
61532,8.28
61533,8.28
61534,9.28
61535,9.28
61536,17.55
61537,17.55
61538,17.55
61539,17.55
61540,17.55
61541,17.55
61542,17.55
61543,17.55
61544,8.0
61545,8.0
61546,8.0
61547,8.0
61548,8.0
61549,2.0
61550,8.0
61551,8.0
61552,2.46
61553,2.46
61554,2.46
61555,2.46
61556,2.46
61557,2.46
61558,2.46
61559,2.46
61560,13.57
61561,13.57
61562,13.57
61563,13.57
61564,7.57
61565,13.57
61566,13.57
61567,16.57
61568,5.08
61569,5.08
61570,5.08
61571,5.08
61572,5.08
61573,5.08
61574,5.08
61575,5.08
61576,3.55
61577,3.55
61578,3.55
61579,3.55
61580,3.55
61581,8.55
61582,9.55
61583,3.55
61584,20.74
61585,17.74
61586,20.74
61587,20.74
61588,20.74
61589,20.74
61590,20.74
61591,20.74
61592,9.61
61593,8.61
61594,9.61
61595,9.61
61596,9.61
61597,9.61
61598,9.61
61599,9.61
61600,3.38
61601,3.38
61602,3.38
61603,3.38
61604,3.38
61605,3.38
61606,2.38
61607,3.38
61608,14.77
61609,14.77
61610,14.77
61611,14.77
61612,14.77
61613,14.77
61614,14.77
61615,14.77
61616,16.93
61617,18.93
61618,18.93
61619,24.93
61620,18.93
61621,18.93
61622,18.93
61623,18.93
61624,18.46
61625,18.46
61626,18.46
61627,18.46
61628,18.46
61629,18.46
61630,18.46
61631,18.46
61632,12.07
61633,12.07
61634,12.07
61635,7.07
61636,12.07
61637,18.07
61638,12.07
61639,12.07
61640,16.57
61641,16.57
61642,16.57
61643,16.57
61644,20.57
61645,16.57
61646,16.57
61647,16.57
61648,10.58
61649,14.58
61650,10.58
61651,10.58
61652,10.58
61653,10.58
61654,10.58
61655,10.58
61656,6.83
61657,6.83
61658,12.83
61659,6.83
61660,6.83
61661,6.83
61662,6.83
61663,6.83
61664,7.27
61665,7.27
61666,7.27
61667,7.27
61668,7.27
61669,7.27
61670,7.27
61671,7.27
61672,1.07
61673,1.07
61674,1.07
61675,1.07
61676,1.07
61677,1.07
61678,1.07
61679,1.07
61680,1.07
61681,1.07
61682,1.07
61683,1.07
61684,1.07
61685,1.07
61686,1.07
61687,1.07
61688,5.77
61689,5.77
61690,5.77
61691,5.77
61692,5.77
61693,9.77
61694,5.77
61695,5.77
61696,0.72
61697,0.72
61698,0.72
61699,0.72
61700,0.72
61701,0.72
61702,0.72
61703,0.72
61704,11.6
61705,6.6
61706,11.6
61707,11.6
61708,11.6
61709,11.6
61710,11.6
61711,11.6
61712,19.35
61713,16.35
61714,19.35
61715,19.35
61716,19.35
61717,19.35
61718,19.35
61719,19.35
61720,4.58
61721,4.58
61722,4.58
61723,4.58
61724,4.58
61725,4.58
61726,4.58
61727,4.58
61728,6.64
61729,6.64
61730,6.64
61731,6.64
61732,6.64
61733,6.64
61734,6.64
61735,6.64
61736,3.31
61737,3.31
61738,3.31
61739,9.31
61740,3.31
61741,3.31
61742,3.31
61743,3.31
61744,19.8
61745,19.8
61746,19.8
61747,12.8
61748,19.8
61749,15.8
61750,19.8
61751,26.8
61752,8.12
61753,8.12
61754,8.12
61755,8.12
61756,8.12
61757,8.12
61758,8.12
61759,8.12
61760,4.22
61761,4.22
61762,4.22
61763,4.22
61764,4.22
61765,4.22
61766,4.22
61767,4.22
61768,5.84
61769,5.84
61770,5.84
61771,5.84
61772,5.84
61773,5.84
61774,5.84
61775,5.84
61776,19.31
61777,19.31
61778,19.31
61779,19.31
61780,12.31
61781,19.31
61782,19.31
61783,19.31
61784,10.28
61785,10.28
61786,10.28
61787,10.28
61788,10.28
61789,16.28
61790,10.28
61791,10.28
61792,10.92
61793,10.92
61794,11.92
61795,10.92
61796,10.92
61797,10.92
61798,13.92
61799,10.92
61800,18.53
61801,18.53
61802,18.53
61803,17.53
61804,23.53
61805,18.53
61806,18.53
61807,18.53
61808,4.29
61809,4.29
61810,4.29
61811,4.29
61812,4.29
61813,4.29
61814,4.29
61815,10.29
61816,8.53
61817,8.53
61818,8.53
61819,8.53
61820,8.53
61821,12.53
61822,7.53
61823,8.53
61824,9.73
61825,9.73
61826,9.73
61827,9.73
61828,9.73
61829,9.73
61830,9.73
61831,9.73
61832,4.07
61833,4.07
61834,4.07
61835,4.07
61836,4.07
61837,4.07
61838,4.07
61839,4.07
61840,5.38
61841,5.38
61842,5.38
61843,5.38
61844,5.38
61845,5.38
61846,5.38
61847,5.38
61848,17.86
61849,17.86
61850,17.86
61851,17.86
61852,17.86
61853,17.86
61854,17.86
61855,17.86
61856,7.97
61857,7.97
61858,7.97
61859,7.97
61860,7.97
61861,7.97
61862,7.97
61863,7.97
61864,3.14
61865,3.14
61866,3.14
61867,3.14
61868,3.14
61869,2.14
61870,3.14
61871,3.14
61872,16.66
61873,16.66
61874,12.66
61875,16.66
61876,11.66
61877,16.66
61878,16.66
61879,16.66
61880,10.67
61881,10.67
61882,10.67
61883,10.67
61884,10.67
61885,10.67
61886,10.67
61887,10.67
61888,18.49
61889,18.49
61890,18.49
61891,18.49
61892,18.49
61893,18.49
61894,18.49
61895,18.49
61896,5.55
61897,4.55
61898,5.55
61899,5.55
61900,5.55
61901,5.55
61902,5.55
61903,5.55
61904,7.37
61905,7.37
61906,7.37
61907,8.37
61908,7.37
61909,7.37
61910,7.37
61911,7.37
61912,12.54
61913,12.54
61914,5.54
61915,15.54
61916,12.54
61917,5.54
61918,12.54
61919,12.54
61920,8.32
61921,8.32
61922,8.32
61923,8.32
61924,8.32
61925,8.32
61926,8.32
61927,8.32
61928,7.24
61929,7.24
61930,7.24
61931,7.24
61932,7.24
61933,7.24
61934,7.24
61935,7.24
61936,3.81
61937,3.81
61938,3.81
61939,3.81
61940,3.81
61941,3.81
61942,3.81
61943,3.81
61944,9.64
61945,9.64
61946,12.64
61947,9.64
61948,9.64
61949,9.64
61950,6.64
61951,9.64
61952,0.96
61953,0.96
61954,0.96
61955,0.96
61956,0.96
61957,0.96
61958,0.96
61959,0.96
61960,23.6
61961,19.6
61962,19.6
61963,15.6
61964,19.6
61965,19.6
61966,19.6
61967,19.6
61968,24.91
61969,24.91
61970,24.91
61971,24.91
61972,24.91
61973,24.91
61974,24.91
61975,25.91
61976,1.9
61977,1.9
61978,1.9
61979,1.9
61980,1.9
61981,1.9
61982,1.9
61983,1.9
61984,25.86
61985,19.86
61986,21.86
61987,25.86
61988,25.86
61989,25.86
61990,25.86
61991,25.86
61992,1.83
61993,1.83
61994,1.83
61995,1.83
61996,1.83
61997,1.83
61998,1.83
61999,1.83
62000,2.27
62001,2.27
62002,2.27
62003,2.27
62004,2.27
62005,2.27
62006,2.27
62007,2.27
62008,9.22
62009,9.22
62010,9.22
62011,9.22
62012,9.22
62013,9.22
62014,9.22
62015,9.22
62016,10.2
62017,10.2
62018,10.2
62019,8.2
62020,10.2
62021,13.2
62022,10.2
62023,8.2
62024,4.52
62025,4.52
62026,4.52
62027,4.52
62028,4.52
62029,4.52
62030,4.52
62031,4.52
62032,10.46
62033,10.46
62034,10.46
62035,10.46
62036,10.46
62037,10.46
62038,10.46
62039,10.46
62040,5.34
62041,5.34
62042,5.34
62043,5.34
62044,5.34
62045,5.34
62046,5.34
62047,5.34
62048,19.21
62049,19.21
62050,19.21
62051,19.21
62052,19.21
62053,18.21
62054,26.21
62055,19.21
62056,18.07
62057,18.07
62058,18.07
62059,18.07
62060,18.07
62061,18.07
62062,18.07
62063,18.07
62064,18.84
62065,15.84
62066,22.84
62067,15.84
62068,15.84
62069,15.84
62070,15.84
62071,15.84
62072,3.16
62073,3.16
62074,0.16
62075,3.16
62076,3.16
62077,3.16
62078,3.16
62079,3.16
62080,10.75
62081,10.75
62082,8.75
62083,10.75
62084,10.75
62085,10.75
62086,10.75
62087,10.75
62088,8.19
62089,8.19
62090,8.19
62091,8.19
62092,8.19
62093,8.19
62094,8.19
62095,8.19
62096,8.67
62097,8.67
62098,8.67
62099,8.67
62100,8.67
62101,5.67
62102,8.67
62103,8.67
62104,6.24
62105,6.24
62106,6.24
62107,6.24
62108,6.24
62109,6.24
62110,6.24
62111,6.24
62112,10.36
62113,10.36
62114,10.36
62115,10.36
62116,10.36
62117,10.36
62118,10.36
62119,10.36
62120,11.61
62121,11.61
62122,11.61
62123,11.61
62124,11.61
62125,11.61
62126,11.61
62127,11.61
62128,7.26
62129,7.26
62130,7.26
62131,7.26
62132,7.26
62133,7.26
62134,7.26
62135,7.26
62136,12.4
62137,5.4
62138,5.4
62139,5.4
62140,5.4
62141,5.4
62142,10.4
62143,5.4
62144,2.02
62145,2.02
62146,2.02
62147,2.02
62148,2.02
62149,2.02
62150,2.02
62151,2.02
62152,25.94
62153,25.94
62154,21.94
62155,25.94
62156,25.94
62157,29.94
62158,25.94
62159,25.94
62160,17.92
62161,17.92
62162,17.92
62163,17.92
62164,22.92
62165,15.92
62166,17.92
62167,17.92
62168,12.52
62169,12.52
62170,12.52
62171,12.52
62172,12.52
62173,12.52
62174,12.52
62175,10.52
62176,12.54
62177,12.54
62178,12.54
62179,12.54
62180,12.54
62181,12.54
62182,12.54
62183,12.54
62184,5.22
62185,8.22
62186,8.22
62187,8.22
62188,8.22
62189,8.22
62190,8.22
62191,8.22
62192,8.11
62193,8.11
62194,8.11
62195,8.11
62196,8.11
62197,8.11
62198,8.11
62199,8.11
62200,2.75
62201,2.75
62202,2.75
62203,2.75
62204,2.75
62205,2.75
62206,2.75
62207,2.75
62208,19.86
62209,13.86
62210,19.86
62211,19.86
62212,19.86
62213,16.86
62214,26.86
62215,19.86
62216,19.67
62217,19.67
62218,19.67
62219,19.67
62220,19.67
62221,25.67
62222,19.67
62223,19.67
62224,26.32
62225,26.32
62226,26.32
62227,26.32
62228,26.32
62229,26.32
62230,26.32
62231,26.32
62232,9.64
62233,9.64
62234,9.64
62235,9.64
62236,9.64
62237,9.64
62238,9.64
62239,9.64
62240,5.41
62241,5.41
62242,5.41
62243,5.41
62244,5.41
62245,5.41
62246,5.41
62247,5.41
62248,5.65
62249,1.65
62250,5.65
62251,5.65
62252,5.65
62253,5.65
62254,1.65
62255,5.65
62256,21.51
62257,21.51
62258,16.51
62259,25.51
62260,27.51
62261,21.51
62262,21.51
62263,21.51
62264,10.1
62265,10.1
62266,10.1
62267,10.1
62268,10.1
62269,9.1
62270,10.1
62271,10.1
62272,7.38
62273,4.38
62274,7.38
62275,7.38
62276,7.38
62277,7.38
62278,7.38
62279,6.38
62280,0.99
62281,0.99
62282,0.99
62283,0.99
62284,0.99
62285,0.99
62286,0.99
62287,3.99
62288,7.21
62289,0.21
62290,7.21
62291,7.21
62292,7.21
62293,13.21
62294,7.21
62295,7.21
62296,0.57
62297,0.57
62298,0.57
62299,0.57
62300,0.57
62301,0.57
62302,0.57
62303,0.57
62304,10.56
62305,10.56
62306,10.56
62307,10.56
62308,10.56
62309,10.56
62310,10.56
62311,10.56
62312,13.8
62313,11.8
62314,12.8
62315,8.8
62316,8.8
62317,8.8
62318,8.8
62319,6.8
62320,8.55
62321,17.55
62322,15.55
62323,15.55
62324,15.55
62325,16.55
62326,18.55
62327,15.55
62328,9.3
62329,16.3
62330,10.3
62331,9.3
62332,9.3
62333,9.3
62334,9.3
62335,9.3
62336,8.26
62337,8.26
62338,8.26
62339,8.26
62340,8.26
62341,11.26
62342,8.26
62343,8.26
62344,4.12
62345,4.12
62346,4.12
62347,4.12
62348,4.12
62349,7.12
62350,4.12
62351,4.12
62352,7.63
62353,11.63
62354,11.63
62355,14.63
62356,11.63
62357,11.63
62358,11.63
62359,11.63
62360,10.44
62361,10.44
62362,10.44
62363,10.44
62364,10.44
62365,10.44
62366,10.44
62367,10.44
62368,11.52
