,Outstanding_Debt
85117,1110.09
85118,1110.09
85119,1110.09
85120,1265.51
85121,1265.51
85122,1265.51
85123,1265.51
85124,1265.51
85125,1265.51
85126,1265.51
85127,1265.51
85128,164.38
85129,164.38
85130,164.38
85131,164.38
85132,164.38
85133,164.38
85134,164.38
85135,164.38
85136,853.94
85137,853.94
85138,853.94
85139,853.94
85140,853.94
85141,853.94
85142,853.94
85143,853.94
85144,537.64
85145,537.64
85146,537.64
85147,537.64
85148,537.64
85149,537.64
85150,537.64
85151,537.64
85152,2342.79
85153,2342.79
85154,2342.79
85155,2342.79
85156,2342.79
85157,2342.79
85158,2342.79
85159,2342.79
85160,418.85
85161,418.85
85162,418.85
85163,418.85
85164,418.85
85165,418.85
85166,418.85
85167,418.85
85168,1373.49
85169,1373.49
85170,1373.49
85171,1373.49
85172,1373.49
85173,1373.49
85174,1373.49
85175,1373.49
85176,990.39
85177,990.39
85178,990.39
85179,990.39
85180,990.39
85181,990.39
85182,990.39
85183,990.39
85184,442.63
85185,442.63
85186,442.63
85187,442.63
85188,442.63
85189,442.63
85190,442.63
85191,442.63
85192,2573.1
85193,2573.1
85194,2573.1
85195,2573.1
85196,2573.1
85197,2573.1
85198,2573.1
85199,2573.1
85200,746.05
85201,746.05
85202,746.05
85203,746.05
85204,746.05
85205,746.05
85206,746.05
85207,746.05
85208,1975.78
85209,1975.78
85210,1975.78
85211,1975.78
85212,1975.78
85213,1975.78
85214,1975.78
85215,1975.78
85216,1334.09
85217,1334.09
85218,1334.09
85219,1334.09
85220,1334.09
85221,1334.09
85222,1334.09
85223,1334.09
85224,0.95
85225,0.95
85226,0.95
85227,0.95
85228,0.95
85229,0.95
85230,0.95
85231,0.95
85232,667.13
85233,667.13
85234,667.13
85235,667.13
85236,667.13
85237,667.13
85238,667.13
85239,667.13
85240,1262.27
85241,1262.27
85242,1262.27
85243,1262.27
85244,1262.27
85245,1262.27
85246,1262.27
85247,1262.27
85248,4416.68
85249,4416.68
85250,4416.68
85251,4416.68
85252,4416.68
85253,4416.68
85254,4416.68
85255,4416.68
85256,2196.35
85257,2196.35
85258,2196.35
85259,2196.35
85260,2196.35
85261,2196.35
85262,2196.35
85263,2196.35
85264,2814.81
85265,2814.81
85266,2814.81
85267,2814.81
85268,2814.81
85269,2814.81
85270,2814.81
85271,2814.81
85272,1821.76
85273,1821.76
85274,1821.76
85275,1821.76
85276,1821.76
85277,1821.76
85278,1821.76
85279,1821.76
85280,1036.4
85281,1036.4
85282,1036.4
85283,1036.4
85284,1036.4
85285,1036.4
85286,1036.4
85287,1036.4
85288,241.07
85289,241.07
85290,241.07
85291,241.07
85292,241.07
85293,241.07
85294,241.07
85295,241.07
85296,1270.65
85297,1270.65
85298,1270.65
85299,1270.65
85300,1270.65
85301,1270.65
85302,1270.65
85303,1270.65
85304,976.47
85305,976.47
85306,976.47
85307,976.47
85308,976.47
85309,976.47
85310,976.47
85311,976.47
85312,329.28
85313,329.28
85314,329.28
85315,329.28
85316,329.28
85317,329.28
85318,329.28
85319,329.28
85320,1721.83
85321,1721.83
85322,1721.83
85323,1721.83
85324,1721.83
85325,1721.83
85326,1721.83
85327,1721.83
85328,1333.74
85329,1333.74
85330,1333.74
85331,1333.74
85332,1333.74
85333,1333.74
85334,1333.74
85335,1333.74
85336,729.74
85337,729.74
85338,729.74
85339,729.74
85340,729.74
85341,729.74
85342,729.74
85343,729.74
85344,1874.48
85345,1874.48
85346,1874.48
85347,1874.48
85348,1874.48
85349,1874.48
85350,1874.48
85351,1874.48
85352,1319.74
85353,1319.74
85354,1319.74
85355,1319.74
85356,1319.74
85357,1319.74
85358,1319.74
85359,1319.74
85360,1538.98
85361,1538.98
85362,1538.98
85363,1538.98
85364,1538.98
85365,1538.98
85366,1538.98
85367,1538.98
85368,776.31
85369,776.31
85370,776.31
85371,776.31
85372,776.31
85373,776.31
85374,776.31
85375,776.31
85376,555.27
85377,555.27
85378,555.27
85379,555.27
85380,555.27
85381,555.27
85382,555.27
85383,555.27
85384,2491.07
85385,2491.07
85386,2491.07
85387,2491.07
85388,2491.07
85389,2491.07
85390,2491.07
85391,2491.07
85392,1706.37
85393,1706.37
85394,1706.37
85395,1706.37
85396,1706.37
85397,1706.37
85398,1706.37
85399,1706.37
85400,3460.0
85401,3460.0
85402,3460.0
85403,3460.0
85404,3460.0
85405,3460.0
85406,3460.0
85407,3460.0
85408,1357.9
85409,1357.9
85410,1357.9
85411,1357.9
85412,1357.9
85413,1357.9
85414,1357.9
85415,1357.9
85416,1032.13
85417,1032.13
85418,1032.13
85419,1032.13
85420,1032.13
85421,1032.13
85422,1032.13
85423,1032.13
85424,4648.0
85425,4648.0
85426,4648.0
85427,4648.0
85428,4648.0
85429,4648.0
85430,4648.0
85431,4648.0
85432,908.52
85433,908.52
85434,908.52
85435,908.52
85436,908.52
85437,908.52
85438,908.52
85439,908.52
85440,704.18
85441,704.18
85442,704.18
85443,704.18
85444,704.18
85445,704.18
85446,704.18
85447,704.18
85448,961.19
85449,961.19
85450,961.19
85451,961.19
85452,961.19
85453,961.19
85454,961.19
85455,961.19
85456,1097.71
85457,1097.71
85458,1097.71
85459,1097.71
85460,1097.71
85461,1097.71
85462,1097.71
85463,1097.71
85464,575.68
85465,575.68
85466,575.68
85467,575.68
85468,575.68
85469,575.68
85470,575.68
85471,575.68
85472,393.01
85473,393.01
85474,393.01
85475,393.01
85476,393.01
85477,393.01
85478,393.01
85479,393.01
85480,209.22
85481,209.22
85482,209.22
85483,209.22
85484,209.22
85485,209.22
85486,209.22
85487,209.22
85488,426.54
85489,426.54
85490,426.54
85491,426.54
85492,426.54
85493,426.54
85494,426.54
85495,426.54
85496,908.02
85497,908.02
85498,908.02
85499,908.02
85500,908.02
85501,908.02
85502,908.02
85503,908.02
85504,399.84
85505,399.84
85506,399.84
85507,399.84
85508,399.84
85509,399.84
85510,399.84
85511,399.84
85512,1685.8
85513,1685.8
85514,1685.8
85515,1685.8
85516,1685.8
85517,1685.8
85518,1685.8
85519,1685.8
85520,159.31
85521,159.31
85522,159.31
85523,159.31
85524,159.31
85525,159.31
85526,159.31
85527,159.31
85528,802.69
85529,802.69
85530,802.69
85531,802.69
85532,802.69
85533,802.69
85534,802.69
85535,802.69
85536,451.63
85537,451.63
85538,451.63
85539,451.63
85540,451.63
85541,451.63
85542,451.63
85543,451.63
85544,1181.27
85545,1181.27
85546,1181.27
85547,1181.27
85548,1181.27
85549,1181.27
85550,1181.27
85551,1181.27
85552,195.48
85553,195.48
85554,195.48
85555,195.48
85556,195.48
85557,195.48
85558,195.48
85559,195.48
85560,324.1
85561,324.1
85562,324.1
85563,324.1
85564,324.1
85565,324.1
85566,324.1
85567,324.1
85568,858.09
85569,858.09
85570,858.09
85571,858.09
85572,858.09
85573,858.09
85574,858.09
85575,858.09
85576,1149.65
85577,1149.65
85578,1149.65
85579,1149.65
85580,1149.65
85581,1149.65
85582,1149.65
85583,1149.65
85584,1204.07
85585,1204.07
85586,1204.07
85587,1204.07
85588,1204.07
85589,1204.07
85590,1204.07
85591,1204.07
85592,4161.42
85593,4161.42
85594,4161.42
85595,4161.42
85596,4161.42
85597,4161.42
85598,4161.42
85599,4161.42
85600,1389.9
85601,1389.9
85602,1389.9
85603,1389.9
85604,1389.9
85605,1389.9
85606,1389.9
85607,1389.9
85608,820.75
85609,820.75
85610,820.75
85611,820.75
85612,820.75
85613,820.75
85614,820.75
85615,820.75
85616,1950.21
85617,1950.21
85618,1950.21
85619,1950.21
85620,1950.21
85621,1950.21
85622,1950.21
85623,1950.21
85624,1036.26
85625,1036.26
85626,1036.26
85627,1036.26
85628,1036.26
85629,1036.26
85630,1036.26
85631,1036.26
85632,2286.31
85633,2286.31
85634,2286.31
85635,2286.31
85636,2286.31
85637,2286.31
85638,2286.31
85639,2286.31
85640,1559.16
85641,1559.16
85642,1559.16
85643,1559.16
85644,1559.16
85645,1559.16
85646,1559.16
85647,1559.16
85648,498.81
85649,498.81
85650,498.81
85651,498.81
85652,498.81
85653,498.81
85654,498.81
85655,498.81
85656,3376.44
85657,3376.44
85658,3376.44
85659,3376.44
85660,3376.44
85661,3376.44
85662,3376.44
85663,3376.44
85664,3051.79
85665,3051.79
85666,3051.79
85667,3051.79
85668,3051.79
85669,3051.79
85670,3051.79
85671,3051.79
85672,1635.58
85673,1635.58
85674,1635.58
85675,1635.58
85676,1635.58
85677,1635.58
85678,1635.58
85679,1635.58
85680,995.2
85681,995.2
85682,995.2
85683,995.2
85684,995.2
85685,995.2
85686,995.2
85687,995.2
85688,39.75
85689,39.75
85690,39.75
85691,39.75
85692,39.75
85693,39.75
85694,39.75
85695,39.75
85696,3893.01
85697,3893.01
85698,3893.01
85699,3893.01
85700,3893.01
85701,3893.01
85702,3893.01
85703,3893.01
85704,2419.86
85705,2419.86
85706,2419.86
85707,2419.86
85708,2419.86
85709,2419.86
85710,2419.86
85711,2419.86
85712,1446.83
85713,1446.83
85714,1446.83
85715,1446.83
85716,1446.83
85717,1446.83
85718,1446.83
85719,1446.83
85720,1444.91
85721,1444.91
85722,1444.91
85723,1444.91
85724,1444.91
85725,1444.91
85726,1444.91
85727,1444.91
85728,88.98
85729,88.98
85730,88.98
85731,88.98
85732,88.98
85733,88.98
85734,88.98
85735,88.98
85736,2546.75
85737,2546.75
85738,2546.75
85739,2546.75
85740,2546.75
85741,2546.75
85742,2546.75
85743,2546.75
85744,2062.38
85745,2062.38
85746,2062.38
85747,2062.38
85748,2062.38
85749,2062.38
85750,2062.38
85751,2062.38
85752,2264.21
85753,2264.21
85754,2264.21
85755,2264.21
85756,2264.21
85757,2264.21
85758,2264.21
85759,2264.21
85760,1259.34
85761,1259.34
85762,1259.34
85763,1259.34
85764,1259.34
85765,1259.34
85766,1259.34
85767,1259.34
85768,1393.69
85769,1393.69
85770,1393.69
85771,1393.69
85772,1393.69
85773,1393.69
85774,1393.69
85775,1393.69
85776,4483.87
85777,4483.87
85778,4483.87
85779,4483.87
85780,4483.87
85781,4483.87
85782,4483.87
85783,4483.87
85784,577.4
85785,577.4
85786,577.4
85787,577.4
85788,577.4
85789,577.4
85790,577.4
85791,577.4
85792,1046.3
85793,1046.3
85794,1046.3
85795,1046.3
85796,1046.3
85797,1046.3
85798,1046.3
85799,1046.3
85800,186.93
85801,186.93
85802,186.93
85803,186.93
85804,186.93
85805,186.93
85806,186.93
85807,186.93
85808,753.21
85809,753.21
85810,753.21
85811,753.21
85812,753.21
85813,753.21
85814,753.21
85815,753.21
85816,915.14
85817,915.14
85818,915.14
85819,915.14
85820,915.14
85821,915.14
85822,915.14
85823,915.14
85824,1258.83
85825,1258.83
85826,1258.83
85827,1258.83
85828,1258.83
85829,1258.83
85830,1258.83
85831,1258.83
85832,1338.82
85833,1338.82
85834,1338.82
85835,1338.82
85836,1338.82
85837,1338.82
85838,1338.82
85839,1338.82
85840,1052.74
85841,1052.74
85842,1052.74
85843,1052.74
85844,1052.74
85845,1052.74
85846,1052.74
85847,1052.74
85848,789.89
85849,789.89
85850,789.89
85851,789.89
85852,789.89
85853,789.89
85854,789.89
85855,789.89
85856,210.78
85857,210.78
85858,210.78
85859,210.78
85860,210.78
85861,210.78
85862,210.78
85863,210.78
85864,1276.97
85865,1276.97
85866,1276.97
85867,1276.97
85868,1276.97
85869,1276.97
85870,1276.97
85871,1276.97
85872,134.1
85873,134.1
85874,134.1
85875,134.1
85876,134.1
85877,134.1
85878,134.1
85879,134.1
85880,532.86
85881,532.86
85882,532.86
85883,532.86
85884,532.86
85885,532.86
85886,532.86
85887,532.86
85888,895.05
85889,895.05
85890,895.05
85891,895.05
85892,895.05
85893,895.05
85894,895.05
85895,895.05
85896,37.11
85897,37.11
85898,37.11
85899,37.11
85900,37.11
85901,37.11
85902,37.11
85903,37.11
85904,2080.18
85905,2080.18
85906,2080.18
85907,2080.18
85908,2080.18
85909,2080.18
85910,2080.18
85911,2080.18
85912,4780.8
85913,4780.8
85914,4780.8
85915,4780.8
85916,4780.8
85917,4780.8
85918,4780.8
85919,4780.8
85920,1602.27
85921,1602.27
85922,1602.27
85923,1602.27
85924,1602.27
85925,1602.27
85926,1602.27
85927,1602.27
85928,2176.93
85929,2176.93
85930,2176.93
85931,2176.93
85932,2176.93
85933,2176.93
85934,2176.93
85935,2176.93
85936,1277.7
85937,1277.7
85938,1277.7
85939,1277.7
85940,1277.7
85941,1277.7
85942,1277.7
85943,1277.7
85944,147.64
85945,147.64
85946,147.64
85947,147.64
85948,147.64
85949,147.64
85950,147.64
85951,147.64
85952,1527.78
85953,1527.78
85954,1527.78
85955,1527.78
85956,1527.78
85957,1527.78
85958,1527.78
85959,1527.78
85960,107.29
85961,107.29
85962,107.29
85963,107.29
85964,107.29
85965,107.29
85966,107.29
85967,107.29
85968,2057.3
85969,2057.3
85970,2057.3
85971,2057.3
85972,2057.3
85973,2057.3
85974,2057.3
85975,2057.3
85976,934.62
85977,934.62
85978,934.62
85979,934.62
85980,934.62
85981,934.62
85982,934.62
85983,934.62
85984,758.31
85985,758.31
85986,758.31
85987,758.31
85988,758.31
85989,758.31
85990,758.31
85991,758.31
85992,478.02
85993,478.02
85994,478.02
85995,478.02
85996,478.02
85997,478.02
85998,478.02
85999,478.02
86000,1174.56
86001,1174.56
86002,1174.56
86003,1174.56
86004,1174.56
86005,1174.56
86006,1174.56
86007,1174.56
86008,1079.59
86009,1079.59
86010,1079.59
86011,1079.59
86012,1079.59
86013,1079.59
86014,1079.59
86015,1079.59
86016,1161.1
86017,1161.1
86018,1161.1
86019,1161.1
86020,1161.1
86021,1161.1
86022,1161.1
86023,1161.1
86024,1914.22
86025,1914.22
86026,1914.22
86027,1914.22
86028,1914.22
86029,1914.22
86030,1914.22
86031,1914.22
86032,3320.52
86033,3320.52
86034,3320.52
86035,3320.52
86036,3320.52
86037,3320.52
86038,3320.52
86039,3320.52
86040,453.75
86041,453.75
86042,453.75
86043,453.75
86044,453.75
86045,453.75
86046,453.75
86047,453.75
86048,4946.5
86049,4946.5
86050,4946.5
86051,4946.5
86052,4946.5
86053,4946.5
86054,4946.5
86055,4946.5
86056,445.77
86057,445.77
86058,445.77
86059,445.77
86060,445.77
86061,445.77
86062,445.77
86063,445.77
86064,2334.29
86065,2334.29
86066,2334.29
86067,2334.29
86068,2334.29
86069,2334.29
86070,2334.29
86071,2334.29
86072,570.58
86073,570.58
86074,570.58
86075,570.58
86076,570.58
86077,570.58
86078,570.58
86079,570.58
86080,446.31
86081,446.31
86082,446.31
86083,446.31
86084,446.31
86085,446.31
86086,446.31
86087,446.31
86088,2345.02
86089,2345.02
86090,2345.02
86091,2345.02
86092,2345.02
86093,2345.02
86094,2345.02
86095,2345.02
86096,1784.66
86097,1784.66
86098,1784.66
86099,1784.66
86100,1784.66
86101,1784.66
86102,1784.66
86103,1784.66
86104,2412.6
86105,2412.6
86106,2412.6
86107,2412.6
86108,2412.6
86109,2412.6
86110,2412.6
86111,2412.6
86112,1076.56
86113,1076.56
86114,1076.56
86115,1076.56
86116,1076.56
86117,1076.56
86118,1076.56
86119,1076.56
86120,4857.87
86121,4857.87
86122,4857.87
86123,4857.87
86124,4857.87
86125,4857.87
86126,4857.87
86127,4857.87
86128,730.66
86129,730.66
86130,730.66
86131,730.66
86132,730.66
86133,730.66
86134,730.66
86135,730.66
86136,388.92
86137,388.92
86138,388.92
86139,388.92
86140,388.92
86141,388.92
86142,388.92
86143,388.92
86144,1347.23
86145,1347.23
86146,1347.23
86147,1347.23
86148,1347.23
86149,1347.23
86150,1347.23
86151,1347.23
86152,2646.39
86153,2646.39
86154,2646.39
86155,2646.39
86156,2646.39
86157,2646.39
86158,2646.39
86159,2646.39
86160,741.75
86161,741.75
86162,741.75
86163,741.75
86164,741.75
86165,741.75
86166,741.75
86167,741.75
86168,1166.23
86169,1166.23
86170,1166.23
86171,1166.23
86172,1166.23
86173,1166.23
86174,1166.23
86175,1166.23
86176,2176.02
86177,2176.02
86178,2176.02
86179,2176.02
86180,2176.02
86181,2176.02
86182,2176.02
86183,2176.02
86184,2577.29
86185,2577.29
86186,2577.29
86187,2577.29
86188,2577.29
86189,2577.29
86190,2577.29
86191,2577.29
86192,936.63
86193,936.63
86194,936.63
86195,936.63
86196,936.63
86197,936.63
86198,936.63
86199,936.63
86200,377.68
86201,377.68
86202,377.68
86203,377.68
86204,377.68
86205,377.68
86206,377.68
86207,377.68
86208,743.69
86209,743.69
86210,743.69
86211,743.69
86212,743.69
86213,743.69
86214,743.69
86215,743.69
86216,2635.48
86217,2635.48
86218,2635.48
86219,2635.48
86220,2635.48
86221,2635.48
86222,2635.48
86223,2635.48
86224,1109.18
86225,1109.18
86226,1109.18
86227,1109.18
86228,1109.18
86229,1109.18
86230,1109.18
86231,1109.18
86232,1172.87
86233,1172.87
86234,1172.87
86235,1172.87
86236,1172.87
86237,1172.87
86238,1172.87
86239,1172.87
86240,689.44
86241,689.44
86242,689.44
86243,689.44
86244,689.44
86245,689.44
86246,689.44
86247,689.44
86248,1338.47
86249,1338.47
86250,1338.47
86251,1338.47
86252,1338.47
86253,1338.47
86254,1338.47
86255,1338.47
86256,4572.01
86257,4572.01
86258,4572.01
86259,4572.01
86260,4572.01
86261,4572.01
86262,4572.01
86263,4572.01
86264,1464.16
86265,1464.16
86266,1464.16
86267,1464.16
86268,1464.16
86269,1464.16
86270,1464.16
86271,1464.16
86272,1194.51
86273,1194.51
86274,1194.51
86275,1194.51
86276,1194.51
86277,1194.51
86278,1194.51
86279,1194.51
86280,4290.72
86281,4290.72
86282,4290.72
86283,4290.72
86284,4290.72
86285,4290.72
86286,4290.72
86287,4290.72
86288,498.68
86289,498.68
86290,498.68
86291,498.68
86292,498.68
86293,498.68
86294,498.68
86295,498.68
86296,597.32
86297,597.32
86298,597.32
86299,597.32
86300,597.32
86301,597.32
86302,597.32
86303,597.32
86304,407.46
86305,407.46
86306,407.46
86307,407.46
86308,407.46
86309,407.46
86310,407.46
86311,407.46
86312,1798.0
86313,1798.0
86314,1798.0
86315,1798.0
86316,1798.0
86317,1798.0
86318,1798.0
86319,1798.0
86320,1461.38
86321,1461.38
86322,1461.38
86323,1461.38
86324,1461.38
86325,1461.38
86326,1461.38
86327,1461.38
86328,2195.45
86329,2195.45
86330,2195.45
86331,2195.45
86332,2195.45
86333,2195.45
86334,2195.45
86335,2195.45
86336,1051.42
86337,1051.42
86338,1051.42
86339,1051.42
86340,1051.42
86341,1051.42
86342,1051.42
86343,1051.42
86344,438.55
86345,438.55
86346,438.55
86347,438.55
86348,438.55
86349,438.55
86350,438.55
86351,438.55
86352,925.97
86353,925.97
86354,925.97
86355,925.97
86356,925.97
86357,925.97
86358,925.97
86359,925.97
86360,727.39
86361,727.39
86362,727.39
86363,727.39
86364,727.39
86365,727.39
86366,727.39
86367,727.39
86368,816.31
86369,816.31
86370,816.31
86371,816.31
86372,816.31
86373,816.31
86374,816.31
86375,816.31
86376,1801.79
86377,1801.79
86378,1801.79
86379,1801.79
86380,1801.79
86381,1801.79
86382,1801.79
86383,1801.79
86384,1016.0
86385,1016.0
86386,1016.0
86387,1016.0
86388,1016.0
86389,1016.0
86390,1016.0
86391,1016.0
86392,878.38
86393,878.38
86394,878.38
86395,878.38
86396,878.38
86397,878.38
86398,878.38
86399,878.38
86400,1255.55
86401,1255.55
86402,1255.55
86403,1255.55
86404,1255.55
86405,1255.55
86406,1255.55
86407,1255.55
86408,1183.73
86409,1183.73
86410,1183.73
86411,1183.73
86412,1183.73
86413,1183.73
86414,1183.73
86415,1183.73
86416,473.15
86417,473.15
86418,473.15
86419,473.15
86420,473.15
86421,473.15
86422,473.15
86423,473.15
86424,4142.25
86425,4142.25
86426,4142.25
86427,4142.25
86428,4142.25
86429,4142.25
86430,4142.25
86431,4142.25
86432,2753.45
86433,2753.45
86434,2753.45
86435,2753.45
86436,2753.45
86437,2753.45
86438,2753.45
86439,2753.45
86440,58.82
86441,58.82
86442,58.82
86443,58.82
86444,58.82
86445,58.82
86446,58.82
86447,58.82
86448,2123.47
86449,2123.47
86450,2123.47
86451,2123.47
86452,2123.47
86453,2123.47
86454,2123.47
86455,2123.47
86456,2400.0
86457,2400.0
86458,2400.0
86459,2400.0
86460,2400.0
86461,2400.0
86462,2400.0
86463,2400.0
86464,2558.7
86465,2558.7
86466,2558.7
86467,2558.7
86468,2558.7
86469,2558.7
86470,2558.7
86471,2558.7
86472,438.75
86473,438.75
86474,438.75
86475,438.75
86476,438.75
86477,438.75
86478,438.75
86479,438.75
86480,3414.12
86481,3414.12
86482,3414.12
86483,3414.12
86484,3414.12
86485,3414.12
86486,3414.12
86487,3414.12
86488,2635.91
86489,2635.91
86490,2635.91
86491,2635.91
86492,2635.91
86493,2635.91
86494,2635.91
86495,2635.91
86496,1284.78
86497,1284.78
86498,1284.78
86499,1284.78
86500,1284.78
86501,1284.78
86502,1284.78
86503,1284.78
86504,767.11
86505,767.11
86506,767.11
86507,767.11
86508,767.11
86509,767.11
86510,767.11
86511,767.11
86512,878.11
86513,878.11
86514,878.11
86515,878.11
86516,878.11
86517,878.11
86518,878.11
86519,878.11
86520,1293.3
86521,1293.3
86522,1293.3
86523,1293.3
86524,1293.3
86525,1293.3
86526,1293.3
86527,1293.3
86528,2694.09
86529,2694.09
86530,2694.09
86531,2694.09
86532,2694.09
86533,2694.09
86534,2694.09
86535,2694.09
86536,745.06
86537,745.06
86538,745.06
86539,745.06
86540,745.06
86541,745.06
86542,745.06
86543,745.06
86544,1340.46
86545,1340.46
86546,1340.46
86547,1340.46
86548,1340.46
86549,1340.46
86550,1340.46
86551,1340.46
86552,421.66
86553,421.66
86554,421.66
86555,421.66
86556,421.66
86557,421.66
86558,421.66
86559,421.66
86560,951.4
86561,951.4
86562,951.4
86563,951.4
86564,951.4
86565,951.4
86566,951.4
86567,951.4
86568,1096.33
86569,1096.33
86570,1096.33
86571,1096.33
86572,1096.33
86573,1096.33
86574,1096.33
86575,1096.33
86576,746.09
86577,746.09
86578,746.09
86579,746.09
86580,746.09
86581,746.09
86582,746.09
86583,746.09
86584,482.08
86585,482.08
86586,482.08
86587,482.08
86588,482.08
86589,482.08
86590,482.08
86591,482.08
86592,1367.75
86593,1367.75
86594,1367.75
86595,1367.75
86596,1367.75
86597,1367.75
86598,1367.75
86599,1367.75
86600,504.85
86601,504.85
86602,504.85
86603,504.85
86604,504.85
86605,504.85
86606,504.85
86607,504.85
86608,790.97
86609,790.97
86610,790.97
86611,790.97
86612,790.97
86613,790.97
86614,790.97
86615,790.97
86616,1375.35
86617,1375.35
86618,1375.35
86619,1375.35
86620,1375.35
86621,1375.35
86622,1375.35
86623,1375.35
86624,1865.28
86625,1865.28
86626,1865.28
86627,1865.28
86628,1865.28
86629,1865.28
86630,1865.28
86631,1865.28
86632,1181.93
86633,1181.93
86634,1181.93
86635,1181.93
86636,1181.93
86637,1181.93
86638,1181.93
86639,1181.93
86640,544.75
86641,544.75
86642,544.75
86643,544.75
86644,544.75
86645,544.75
86646,544.75
86647,544.75
86648,2878.45
86649,2878.45
86650,2878.45
86651,2878.45
86652,2878.45
86653,2878.45
86654,2878.45
86655,2878.45
86656,457.32
86657,457.32
86658,457.32
86659,457.32
86660,457.32
86661,457.32
86662,457.32
86663,457.32
86664,604.85
86665,604.85
86666,604.85
86667,604.85
86668,604.85
86669,604.85
86670,604.85
86671,604.85
86672,2175.13
86673,2175.13
86674,2175.13
86675,2175.13
86676,2175.13
86677,2175.13
86678,2175.13
86679,2175.13
86680,252.01
86681,252.01
86682,252.01
86683,252.01
86684,252.01
86685,252.01
86686,252.01
86687,252.01
86688,2626.18
86689,2626.18
86690,2626.18
86691,2626.18
86692,2626.18
86693,2626.18
86694,2626.18
86695,2626.18
86696,2349.79
86697,2349.79
86698,2349.79
86699,2349.79
86700,2349.79
86701,2349.79
86702,2349.79
86703,2349.79
86704,65.12
86705,65.12
86706,65.12
86707,65.12
86708,65.12
86709,65.12
86710,65.12
86711,65.12
86712,1533.48
86713,1533.48
86714,1533.48
86715,1533.48
86716,1533.48
86717,1533.48
86718,1533.48
86719,1533.48
86720,469.44
86721,469.44
86722,469.44
86723,469.44
86724,469.44
86725,469.44
86726,469.44
86727,469.44
86728,2574.1
86729,2574.1
86730,2574.1
86731,2574.1
86732,2574.1
86733,2574.1
86734,2574.1
86735,2574.1
86736,4693.94
86737,4693.94
86738,4693.94
86739,4693.94
86740,4693.94
86741,4693.94
86742,4693.94
86743,4693.94
86744,2932.27
86745,2932.27
86746,2932.27
86747,2932.27
86748,2932.27
86749,2932.27
86750,2932.27
86751,2932.27
86752,189.33
86753,189.33
86754,189.33
86755,189.33
86756,189.33
86757,189.33
86758,189.33
86759,189.33
86760,628.91
86761,628.91
86762,628.91
86763,628.91
86764,628.91
86765,628.91
86766,628.91
86767,628.91
86768,454.19
86769,454.19
86770,454.19
86771,454.19
86772,454.19
86773,454.19
86774,454.19
86775,454.19
86776,447.15
86777,447.15
86778,447.15
86779,447.15
86780,447.15
86781,447.15
86782,447.15
86783,447.15
86784,556.02
86785,556.02
86786,556.02
86787,556.02
86788,556.02
86789,556.02
86790,556.02
86791,556.02
86792,3039.02
86793,3039.02
86794,3039.02
86795,3039.02
86796,3039.02
86797,3039.02
86798,3039.02
86799,3039.02
86800,1883.47
86801,1883.47
86802,1883.47
86803,1883.47
86804,1883.47
86805,1883.47
86806,1883.47
86807,1883.47
86808,1818.36
86809,1818.36
86810,1818.36
86811,1818.36
86812,1818.36
86813,1818.36
86814,1818.36
86815,1818.36
86816,1122.31
86817,1122.31
86818,1122.31
86819,1122.31
86820,1122.31
86821,1122.31
86822,1122.31
86823,1122.31
86824,4890.07
86825,4890.07
86826,4890.07
86827,4890.07
86828,4890.07
86829,4890.07
86830,4890.07
86831,4890.07
86832,615.92
86833,615.92
86834,615.92
86835,615.92
86836,615.92
86837,615.92
86838,615.92
86839,615.92
86840,1375.0
86841,1375.0
86842,1375.0
86843,1375.0
86844,1375.0
86845,1375.0
86846,1375.0
86847,1375.0
86848,4811.23
86849,4811.23
86850,4811.23
86851,4811.23
86852,4811.23
86853,4811.23
86854,4811.23
86855,4811.23
86856,1290.06
86857,1290.06
86858,1290.06
86859,1290.06
86860,1290.06
86861,1290.06
86862,1290.06
86863,1290.06
86864,2482.46
86865,2482.46
86866,2482.46
86867,2482.46
86868,2482.46
86869,2482.46
86870,2482.46
86871,2482.46
86872,965.14
86873,965.14
86874,965.14
86875,965.14
86876,965.14
86877,965.14
86878,965.14
86879,965.14
86880,2352.38
86881,2352.38
86882,2352.38
86883,2352.38
86884,2352.38
86885,2352.38
86886,2352.38
86887,2352.38
86888,2600.23
86889,2600.23
86890,2600.23
86891,2600.23
86892,2600.23
86893,2600.23
86894,2600.23
86895,2600.23
86896,550.98
86897,550.98
86898,550.98
86899,550.98
86900,550.98
86901,550.98
86902,550.98
86903,550.98
86904,171.98
86905,171.98
86906,171.98
86907,171.98
86908,171.98
86909,171.98
86910,171.98
86911,171.98
86912,397.35
86913,397.35
86914,397.35
86915,397.35
86916,397.35
86917,397.35
86918,397.35
86919,397.35
86920,1458.84
86921,1458.84
86922,1458.84
86923,1458.84
86924,1458.84
86925,1458.84
86926,1458.84
86927,1458.84
86928,1370.52
86929,1370.52
86930,1370.52
86931,1370.52
86932,1370.52
86933,1370.52
86934,1370.52
86935,1370.52
86936,2578.67
86937,2578.67
86938,2578.67
86939,2578.67
86940,2578.67
86941,2578.67
86942,2578.67
86943,2578.67
86944,309.61
86945,309.61
86946,309.61
86947,309.61
86948,309.61
86949,309.61
86950,309.61
86951,309.61
86952,369.7
86953,369.7
86954,369.7
86955,369.7
86956,369.7
86957,369.7
86958,369.7
86959,369.7
86960,1272.77
86961,1272.77
86962,1272.77
86963,1272.77
