,Monthly_Balance
59202,734.8921945
59203,655.2726354
59204,382.8282556
59205,849.1548514
59206,75.18436892
59207,861.2858671
59208,16.18208406
59209,16.18208406
59210,16.18208406
59211,16.18208406
59212,16.18208406
59213,16.18208406
59214,16.18208406
59215,16.18208406
59216,277.7846326
59217,315.9295495
59218,314.691779
59219,293.7156269
59220,293.4354291
59221,307.2852559
59222,243.0191216
59223,297.4091055
59224,639.7902917
59225,529.810019
59226,610.1959816
59227,614.4530389
59228,709.3602367
59229,451.5533899
59230,445.8911028
59231,586.4771251
59232,309.396685
59233,265.5272145
59234,296.6585748
59235,331.1444208
59236,260.0880929
59237,283.5797275
59238,282.8741853
59239,298.6328502
59240,741.6822763
59241,474.5808409
59242,772.5157269
59243,736.6240784
59244,393.8622258
59245,228.4112431
59246,653.4972874
59247,418.0914363
59248,351.0215514
59249,187.6790299
59250,337.3382408
59251,334.5084524
59252,245.8998273
59253,232.2411811
59254,268.6935504
59255,347.2284274
59256,624.5527397
59257,420.0690694
59258,651.9822878
59259,411.9725886
59260,603.4212521
59261,535.5215355
59262,654.7246695
59263,282.4567808
59264,137.532923
59265,262.8702965
59266,336.1355517
59267,381.7911039
59268,390.2843117
59269,375.7498047
59270,158.8454261
59271,226.0407117
59272,732.1890423
59273,1020.643628
59274,230.7438292
59275,1018.101242
59276,917.1658556
59277,288.3921991
59278,722.132496
59279,880.4153965
59280,256.5315436
59281,250.4058486
59282,230.6526763
59283,275.8382167
59284,240.9972642
59285,254.9727121
59286,269.033254
59287,247.2148601
59288,256.100523
59289,182.140444
59290,213.59694
59291,185.5604868
59292,256.6678218
59293,306.2315353
59294,264.6434159
59295,270.422329
59296,258.2734763
59297,440.2915464
59298,418.9347805
59299,343.7856549
59300,443.7241954
59301,200.2034846
59302,474.6175147
59303,382.9567003
59304,260.8602136
59305,285.2872704
59306,309.1369869
59307,321.585229
59308,292.0976539
59309,253.6125932
59310,310.1220186
59311,256.2555372
59312,272.5957227
59313,324.6303002
59314,292.6275007
59315,300.6090932
59316,349.9136111
59317,263.6861258
59318,336.628489
59319,329.3917932
59320,8.443012542
59321,8.443012542
59322,8.443012542
59323,8.443012542
59324,8.443012542
59325,8.443012542
59326,8.443012542
59327,8.443012542
59328,778.6863439
59329,721.8876563
59330,791.9618502
59331,823.8354753
59332,776.6558801
59333,497.4678863
59334,667.2114451
59335,704.8718059
59336,303.6557703
59337,303.6557703
59338,303.6557703
59339,303.6557703
59340,303.6557703
59341,303.6557703
59342,303.6557703
59343,303.6557703
59344,526.3443476
59345,624.7582313
59346,645.2603678
59347,109.0687409
59348,544.5386066
59349,611.6906055
59350,340.7814594
59351,575.3433192
59352,350.4260521
59353,364.5919048
59354,338.2013034
59355,397.50985
59356,346.7384132
59357,342.3810262
59358,394.6393894
59359,396.0354452
59360,158.2879944
59361,158.2879944
59362,158.2879944
59363,158.2879944
59364,158.2879944
59365,158.2879944
59366,158.2879944
59367,158.2879944
59368,252.2107202
59369,440.7420498
59370,463.2406083
59371,462.058993
59372,436.0173971
59373,269.2749666
59374,330.1684468
59375,417.9297392
59376,1602.040519
59377,1457.474264
59378,1072.862608
59379,1429.918752
59380,1267.557933
59381,1047.181243
59382,1533.102266
59383,1383.981512
59384,1084.984246
59385,369.0654623
59386,792.2091734
59387,1014.671417
59388,511.648412
59389,1082.158119
59390,1362.237522
59391,1232.773693
59392,158.9366393
59393,300.2936455
59394,387.6057286
59395,284.3841659
59396,232.6355837
59397,272.4874714
59398,208.6308468
59399,391.4946999
59400,531.2368458
59401,676.7163629
59402,523.5519512
59403,744.8857042
59404,538.2029263
59405,672.8336328
59406,788.6356755
59407,692.6297687
59408,507.0092169
59409,486.7020951
59410,293.9964423
59411,266.3389638
59412,464.4445179
59413,231.7729941
59414,415.394288
59415,154.0724759
59416,630.9606367
59417,769.1494765
59418,773.914638
59419,842.7745636
59420,326.1830343
59421,848.4985786
59422,826.3095558
59423,618.5027038
59424,265.1609059
59425,237.0487792
59426,282.9169547
59427,279.6392586
59428,342.911483
59429,340.5738691
59430,359.1753678
59431,285.3594408
59432,275.4495734
59433,348.0471066
59434,216.4961153
59435,312.2465296
59436,357.8251788
59437,333.1946182
59438,332.1704074
59439,205.1580661
59440,795.8585685
59441,876.1910951
59442,803.8554292
59443,740.1883371
59444,650.5201286
59445,477.3280289
59446,419.7573971
59447,442.9105663
59448,296.14282
59449,286.215865
59450,216.2454497
59451,176.3938387
59452,170.2115502
59453,263.1856628
59454,284.5571267
59455,317.1920421
59456,909.7257035
59457,871.7683187
59458,825.796625
59459,146.4654861
59460,840.0829688
59461,380.9857711
59462,386.6021428
59463,876.9076134
59464,469.3099493
59465,427.008689
59466,344.7175031
59467,457.3990975
59468,352.4084187
59469,500.8197352
59470,163.7986662
59471,445.8443279
59472,413.2648858
59473,376.4006524
59474,402.9880097
59475,384.1294358
59476,417.6706391
59477,385.4291966
59478,288.1930848
59479,400.2884993
59480,835.5491011
59481,861.6149703
59482,924.7482681
59483,972.8397146
59484,823.3522069
59485,886.2860736
59486,804.653562
59487,866.2817363
59488,620.2417328
59489,514.6764704
59490,512.4959051
59491,594.4009774
59492,521.3686701
59493,7.840876152
59494,66.51522255
59495,623.3211622
59496,669.407608
59497,679.7570233
59498,514.7496973
59499,599.8556709
59500,616.5848563
59501,569.6015488
59502,662.1771017
59503,539.7375174
59504,317.8767144
59505,293.8048257
59506,312.0070079
59507,269.3049455
59508,333.080107
59509,305.4137304
59510,265.9820459
59511,275.1825085
59512,476.740964
59513,450.1961683
59514,478.6389556
59515,153.5556507
59516,359.2590278
59517,402.8000336
59518,484.1858648
59519,397.8878193
59520,252.5317313
59521,221.3153882
59522,255.6767937
59523,265.9523875
59524,219.2152433
59525,224.4475324
59526,248.2793602
59527,251.1026092
59528,276.0901189
59529,191.4520281
59530,280.6104274
59531,195.5381262
59532,251.6668162
59533,256.3342266
59534,204.3335163
59535,287.0198926
59536,131.5408625
59537,131.5408625
59538,131.5408625
59539,131.5408625
59540,131.5408625
59541,131.5408625
59542,131.5408625
59543,131.5408625
59544,455.329592
59545,201.8971586
59546,538.2030271
59547,541.5896094
59548,131.8746007
59549,79.62844929
59550,547.7445806
59551,503.4275953
59552,275.048091
59553,262.5537571
59554,255.5428648
59555,254.615822
59556,279.9786894
59557,287.4830203
59558,269.1757708
59559,274.8318768
59560,504.8804998
59561,1228.891108
59562,716.8120437
59563,811.7092295
59564,892.9212873
59565,1131.209503
59566,638.8008813
59567,1055.219739
59568,203.8106118
59569,203.8106118
59570,203.8106118
59571,203.8106118
59572,203.8106118
59573,203.8106118
59574,203.8106118
59575,203.8106118
59576,317.0040125
59577,417.1159408
59578,415.6010234
59579,426.5924847
59580,337.5030949
59581,358.7963129
59582,325.3321421
59583,386.5509551
59584,37.3347564
59585,37.3347564
59586,37.3347564
59587,37.3347564
59588,37.3347564
59589,37.3347564
59590,37.3347564
59591,37.3347564
59592,309.3687007
59593,437.0990865
59594,305.4468211
59595,409.4791513
59596,204.3875408
59597,375.4971275
59598,262.4131712
59599,446.8658929
59600,455.6222913
59601,459.2946673
59602,456.5846932
59603,334.8018551
59604,410.7890276
59605,493.8130646
59606,229.4222049
59607,356.0085008
59608,266.0909112
59609,288.898869
59610,273.1960075
59611,274.7611361
59612,290.7627186
59613,283.1031685
59614,273.4607705
59615,290.1269573
59616,121.5224824
59617,605.578559
59618,569.250301
59619,303.3480526
59620,97.91252286
59621,484.6395292
59622,569.8761332
59623,626.2123297
59624,196.6417771
59625,196.64018
59626,670.8786617
59627,536.3658925
59628,433.5903808
59629,202.1062619
59630,595.9012611
59631,646.6287223
59632,483.2366985
59633,609.6580267
59634,682.8172976
59635,716.634824
59636,530.9669319
59637,576.786848
59638,553.7519201
59639,145.171858
59640,365.8813057
59641,403.2974612
59642,312.8271258
59643,441.3474966
59644,327.827313
59645,344.0921522
59646,416.2867844
59647,427.4109957
59648,227.2096441
59649,265.2943413
59650,330.5156667
59651,341.028595
59652,318.443219
59653,324.8156758
59654,341.7504965
59655,331.1533216
59656,551.6660044
59657,693.8468109
59658,743.5581527
59659,384.4822466
59660,541.8705326
59661,643.0795434
59662,214.9617843
59663,292.903222
59664,268.4644223
59665,292.8497699
59666,176.5840295
59667,291.2781609
59668,331.9603682
59669,261.3455516
59670,339.616273
59671,275.1397217
59672,62.95805446
59673,62.95805446
59674,62.95805446
59675,62.95805446
59676,62.95805446
59677,62.95805446
59678,62.95805446
59679,62.95805446
59680,223.3310531
59681,277.922417
59682,347.0974193
59683,348.741364
59684,340.3964075
59685,269.2197661
59686,276.5744375
59687,374.5219021
59688,302.2510439
59689,302.2510439
59690,302.2510439
59691,302.2510439
59692,302.2510439
59693,302.2510439
59694,302.2510439
59695,302.2510439
59696,448.3453714
59697,331.2965937
59698,415.0114329
59699,423.1343826
59700,378.4618751
59701,416.8539995
59702,404.6065102
59703,373.7284495
59704,84.20162091
59705,84.20162091
59706,84.20162091
59707,84.20162091
59708,84.20162091
59709,84.20162091
59710,84.20162091
59711,84.20162091
59712,318.5950994
59713,276.8334122
59714,731.3130299
59715,821.7749133
59716,720.9783451
59717,845.9516434
59718,858.1870049
59719,758.7576574
59720,302.8635899
59721,341.7835909
59722,324.7587064
59723,246.1476007
59724,320.1419113
59725,352.8140376
59726,338.4197415
59727,292.7201789
59728,413.8301209
59729,332.4671018
59730,384.4746206
59731,318.5192791
59732,195.459984
59733,393.5169275
59734,333.4090022
59735,290.6369222
59736,106.2088217
59737,106.2088217
59738,106.2088217
59739,106.2088217
59740,106.2088217
59741,106.2088217
59742,106.2088217
59743,106.2088217
59744,237.261344
59745,245.2491463
59746,243.7902053
59747,232.8197527
59748,294.556183
59749,242.9577857
59750,237.6051643
59751,277.8725936
59752,593.0510734
59753,679.6105379
59754,607.4326648
59755,689.5478847
59756,682.5668428
59757,636.7540106
59758,429.2910398
59759,699.229063
59760,150.7474453
59761,216.7851045
59762,373.413176
59763,242.7725732
59764,194.3142434
59765,330.7736225
59766,298.5990058
59767,277.5687654
59768,242.8029626
59769,228.5034284
59770,324.2141625
59771,332.2321185
59772,251.3719254
59773,234.8786693
59774,244.4035681
59775,250.3610369
59776,436.9313716
59777,195.2579336
59778,416.4691596
59779,197.1358404
59780,426.3181148
59781,409.6287021
59782,279.1654693
59783,394.4151703
59784,326.080262
59785,354.7418372
59786,265.7367178
59787,318.3288213
59788,381.8020413
59789,379.6146764
59790,222.9211289
59791,380.8296587
59792,374.5638674
59793,343.4019907
59794,432.427722
59795,78.18901752
59796,293.6609046
59797,298.2937858
59798,373.8084431
59799,345.0306402
59800,262.3844909
59801,265.1159437
59802,293.4540107
59803,283.9083697
59804,280.2155318
59805,288.2147072
59806,276.3395233
59807,270.7004772
59808,681.624545
59809,653.2934178
59810,561.7002094
59811,750.5247828
59812,807.4762746
59813,879.8713454
59814,560.4338264
59815,784.0244897
59816,364.0261741
59817,336.4091255
59818,210.5755915
59819,362.219578
59820,342.166718
59821,307.649028
59822,322.2207979
59823,281.2124231
59824,6.42628526
59825,6.42628526
59826,6.42628526
59827,6.42628526
59828,6.42628526
59829,6.42628526
59830,6.42628526
59831,6.42628526
59832,347.3812526
59833,475.6628225
59834,588.4239986
59835,152.1718058
59836,383.8534519
59837,583.8283477
59838,335.1361535
59839,544.4841172
59840,272.3087234
59841,175.3060382
59842,196.2225777
59843,263.1139151
59844,251.5770342
59845,333.2320659
59846,161.9380539
59847,109.072879
59848,243.529249
59849,244.5671654
59850,233.3070794
59851,251.9240828
59852,267.4128654
59853,266.0204022
59854,248.0970625
59855,248.4793103
59856,260.5833283
59857,334.8626538
59858,282.4316936
59859,318.6611192
59860,295.2619326
59861,317.3523368
59862,228.6471217
59863,293.0237864
59864,285.5910993
59865,275.4061237
59866,282.519142
59867,279.9693762
59868,309.5588517
59869,238.6011301
59870,283.7122692
59871,281.6870727
59872,315.3951882
59873,337.8550461
59874,256.2441991
59875,308.8995771
59876,236.2085682
59877,288.1871228
59878,207.4683776
59879,263.2401199
59880,264.4499388
59881,285.2309916
59882,299.2572877
59883,267.4276202
59884,276.1093637
59885,262.1059827
59886,262.903676
59887,252.8905003
59888,338.600171
59889,327.0778003
59890,260.4441359
59891,346.4100223
59892,258.5143719
59893,274.5488106
59894,281.5968856
59895,320.1650316
59896,314.3362536
59897,314.3362536
59898,314.3362536
59899,314.3362536
59900,314.3362536
59901,314.3362536
59902,314.3362536
59903,314.3362536
59904,907.974532
59905,527.876061
59906,939.7206134
59907,647.5360997
59908,765.699587
59909,851.1070662
59910,943.3892863
59911,858.9056074
59912,312.7249545
59913,309.000082
59914,315.5923791
59915,292.3592372
59916,342.4368591
59917,283.2025717
59918,312.5662886
59919,323.2637535
59920,167.5849087
59921,167.5849087
59922,167.5849087
59923,167.5849087
59924,167.5849087
59925,167.5849087
59926,167.5849087
59927,167.5849087
59928,323.0203278
59929,330.4195032
59930,325.3730033
59931,263.0644246
59932,276.2980378
59933,298.4232765
59934,276.0109727
59935,257.3809453
59936,30.88252192
59937,449.772095
59938,444.5120108
59939,309.2851271
59940,461.3016699
59941,470.8327687
59942,435.2407944
59943,357.6311534
59944,612.0575964
59945,716.363227
59946,700.8318096
59947,601.2073735
59948,673.1215332
59949,598.0835846
59950,704.8170786
59951,689.3861051
59952,442.9996024
59953,548.7052599
59954,393.6718144
59955,533.7502684
59956,479.080434
59957,404.0256891
59958,582.2689503
59959,556.1944461
59960,358.7995342
59961,358.2427824
59962,259.9400983
59963,302.8018129
59964,359.5942646
59965,385.9157709
59966,403.5492353
59967,383.0942016
59968,72.45126331
59969,72.45126331
59970,72.45126331
59971,72.45126331
59972,72.45126331
59973,72.45126331
59974,72.45126331
59975,72.45126331
59976,538.507401
59977,610.2166487
59978,483.7825895
59979,525.9544492
59980,215.5127159
59981,532.5251045
59982,353.2461265
59983,180.6882158
59984,668.789332
59985,291.7580349
59986,881.7643335
59987,543.0298369
59988,755.6578524
59989,966.6626887
59990,895.1830029
59991,723.139606
59992,288.5962093
59993,312.4553678
59994,324.0771639
59995,280.242244
59996,335.0479118
59997,313.8522613
59998,309.0216726
59999,266.2753185
60000,228.9241549
60001,286.8413342
60002,280.2335589
60003,191.716869
60004,222.8882239
60005,217.5287633
60006,267.2495792
60007,281.2139199
60008,439.5838095
60009,493.0789684
60010,503.0316349
60011,433.9449515
60012,364.7597522
60013,475.5832105
60014,484.9642437
60015,421.3820519
60016,449.6114112
60017,333.6557136
60018,239.0254581
60019,448.5372306
60020,308.9083258
60021,391.7850972
60022,427.2855008
60023,153.7544648
60024,419.7045188
60025,378.5465803
60026,307.3452934
60027,391.9862189
60028,449.1592061
60029,273.3455358
60030,376.2954548
60031,321.987589
60032,326.0813372
60033,315.3315434
60034,292.9675735
60035,327.0122234
60036,252.6095001
60037,317.3443271
60038,180.5123189
60039,304.8930788
60040,930.0627317
60041,1121.877931
60042,1074.275501
60043,403.4052424
60044,506.5419354
60045,151.3736524
60046,892.2733723
60047,1276.32718
60048,421.2691217
60049,277.1442846
60050,395.1892342
60051,405.9670971
60052,425.221444
60053,493.8313389
60054,408.9686824
60055,377.6129774
60056,347.1160265
60057,285.8055656
60058,345.0278027
60059,330.7286027
60060,330.0209943
60061,250.6866633
60062,365.9000899
60063,345.6440595
60064,508.4540242
60065,187.2682683
60066,291.6445523
60067,325.7319382
60068,458.2757234
60069,525.649124
60070,459.5039088
60071,481.6934628
60072,543.7462745
60073,441.2960522
60074,288.9085402
60075,333.9996486
60076,582.5531753
60077,229.6381455
60078,456.3254779
60079,194.2797162
60080,590.1381813
60081,339.0484457
60082,104.4173868
60083,13.47640279
60084,129.426166
60085,191.6567645
60086,567.8774775
60087,140.1222081
60088,274.7530439
60089,365.6602873
60090,240.9425945
60091,396.817638
60092,393.1200759
60093,271.211
60094,430.4808936
60095,364.006458
60096,176.4531977
60097,226.6729304
60098,198.4800392
60099,204.0375754
60100,236.6772382
60101,262.2738952
60102,168.5176582
60103,149.7365734
60104,366.1100546
60105,507.2279783
60106,613.3177299
60107,531.9748831
60108,494.6051025
60109,239.7656168
60110,441.8072084
60111,410.7565095
60112,281.2371457
60113,322.3677626
60114,272.8860885
60115,190.0897055
60116,248.6689147
60117,265.538074
60118,220.2677672
60119,227.3495372
60120,291.9780366
60121,324.587937
60122,325.0836377
60123,264.5223691
60124,297.8925109
60125,251.4392713
60126,294.3991776
60127,274.5332136
60128,271.5250177
60129,328.0025298
60130,303.5800939
60131,338.1527805
60132,268.6982559
60133,316.2608213
60134,299.8680006
60135,312.2091448
60136,826.3260201
60137,370.1274802
60138,651.1927312
60139,626.0894221
60140,734.1212191
60141,358.8184061
60142,74.01797658
60143,767.6771882
60144,280.7175897
60145,332.5681574
60146,322.2606465
60147,288.783339
60148,379.7669548
60149,329.5852079
60150,255.0835565
60151,202.9126215
60152,1223.18354
60153,815.9535666
60154,357.1379725
60155,1161.638468
60156,1065.134891
60157,943.7902507
60158,219.4571158
60159,924.0838857
60160,309.2471263
60161,644.575427
60162,681.013472
60163,675.6179683
60164,535.0957782
60165,668.9603108
60166,411.3144239
60167,364.9326238
60168,1158.903535
60169,1047.681133
60170,1129.421572
60171,1117.396798
60172,964.2564308
60173,596.4768566
60174,511.9733731
60175,1051.581943
60176,266.6783683
60177,292.9736964
60178,360.3049035
60179,333.3741128
60180,287.4210714
60181,342.7407713
60182,260.8263435
60183,307.2290935
60184,345.1371309
60185,338.5284677
60186,341.4034291
60187,318.5844368
60188,316.759702
60189,274.5145641
60190,292.6903502
60191,230.9706533
60192,283.0396868
60193,168.2411923
60194,426.5827561
60195,376.8003254
60196,426.9131149
60197,308.3400772
60198,312.7825733
60199,330.6830663
60200,308.1845455
60201,312.2065343
60202,272.7081144
60203,299.9038695
60204,292.4258996
60205,261.7900077
60206,293.7249572
60207,305.4267609
60208,800.2086568
60209,360.0632177
60210,877.784106
60211,599.6883187
60212,902.339905
60213,665.4956352
60214,809.6306973
60215,755.3959552
60216,552.8407451
60217,538.2314209
60218,661.06604
60219,900.5766795
60220,437.4245473
60221,630.244984
60222,679.7799713
60223,901.0595633
60224,777.8526305
60225,367.9293105
60226,531.5199663
60227,783.1314838
60228,729.499159
60229,846.2836471
60230,599.4631176
60231,752.3664265
60232,317.3079062
60233,308.6870386
60234,277.9301167
60235,316.2691851
60236,288.6488022
60237,270.9243015
60238,225.2870621
60239,274.6210195
60240,103.9976669
60241,103.9976669
60242,103.9976669
60243,103.9976669
60244,103.9976669
60245,103.9976669
60246,103.9976669
60247,103.9976669
60248,500.8916725
60249,510.3857941
60250,325.9624882
60251,387.731338
60252,374.2794142
60253,407.7396067
60254,430.7419552
60255,519.8077782
60256,201.9427312
60257,380.1376618
60258,320.4284508
60259,345.8630734
60260,116.8261802
60261,386.145345
60262,374.8462794
60263,293.3552333
60264,776.0084543
60265,852.9588061
60266,592.2672448
60267,608.6683381
60268,314.0021934
60269,813.3782747
60270,750.0177232
60271,734.5778252
60272,262.7577845
60273,355.8411922
60274,344.237969
60275,326.0797334
60276,271.767182
60277,283.8518681
60278,339.0094456
60279,341.6331055
60280,156.6680398
60281,446.5018206
60282,314.423055
60283,529.910715
60284,549.2591277
60285,572.6102726
60286,278.413677
60287,553.9333722
60288,404.8659486
60289,528.704498
60290,346.2808922
60291,150.6097024
60292,597.8233818
60293,46.36646516
60294,434.4699386
60295,210.301424
60296,333.2236536
60297,452.8911463
60298,164.3078356
60299,402.8400108
60300,395.8517651
60301,537.1153687
60302,510.1026706
60303,499.0673604
60304,150.6906326
60305,150.6906326
60306,150.6906326
60307,150.6906326
60308,150.6906326
60309,150.6906326
60310,150.6906326
60311,150.6906326
60312,498.0829409
60313,792.0851486
60314,53.10327399
60315,151.2205374
60316,1068.695936
60317,568.2883884
60318,893.110905
60319,968.0631655
60320,330.286884
60321,422.9171319
60322,352.2416039
60323,40.76097528
60324,332.8539739
60325,432.7911904
60326,307.5154939
60327,400.3914827
60328,318.4561165
60329,301.2342286
60330,269.0674921
60331,254.1273
60332,346.7537177
60333,240.6046581
60334,312.6390226
60335,336.6234023
60336,71.24829061
60337,446.8081959
60338,223.2841349
60339,343.5671646
60340,37.88257816
60341,348.2981024
60342,376.7662115
60343,149.3235312
60344,745.8520964
60345,1036.421818
60346,700.8029041
60347,955.1309438
60348,13.49227701
60349,165.8028778
60350,842.4117622
60351,815.1319631
60352,342.5286079
60353,325.6445272
60354,332.4979327
60355,293.2637221
60356,338.3234289
60357,259.0725428
60358,302.7152103
60359,295.0677229
60360,288.6019508
60361,288.6019508
60362,288.6019508
60363,288.6019508
60364,288.6019508
60365,288.6019508
60366,288.6019508
60367,288.6019508
60368,242.6869199
60369,661.8598084
60370,772.6525814
60371,421.6607795
60372,650.7340943
60373,469.8762535
60374,649.5158213
60375,830.7357115
60376,312.2644635
60377,250.4832608
60378,311.8202384
60379,253.9039919
60380,251.361179
60381,322.7171428
60382,264.5903008
60383,308.7866775
60384,232.5245616
60385,266.05049
60386,247.0586648
60387,274.8382752
60388,299.7482746
60389,224.2319441
60390,227.3811996
60391,263.7112721
60392,238.7721687
60393,241.0863547
60394,163.157628
60395,172.4151021
60396,268.2265596
60397,264.1524167
60398,187.1628944
60399,200.6596632
60400,254.5552529
60401,310.8494494
60402,277.7669293
60403,109.0314872
60404,293.5405862
60405,274.5018603
60406,146.7415859
60407,281.476116
60408,284.5305755
60409,230.2187309
60410,288.4841579
60411,270.9130701
60412,249.1377672
60413,269.4514314
60414,261.3539753
60415,264.4240737
60416,281.3880355
60417,629.1019056
60418,507.9816289
60419,517.1358182
60420,656.115431
60421,315.0927023
60422,442.0171959
60423,207.0155811
60424,275.6509831
60425,356.4430495
60426,245.6213909
60427,325.8605444
60428,320.4433656
60429,322.6933593
60430,319.0653458
60431,325.3583549
60432,269.1601259
60433,329.4448652
60434,269.8519238
60435,316.8087871
60436,325.344564
60437,265.7586941
60438,338.7311738
60439,345.2642939
60440,440.5796498
60441,468.4727028
60442,507.4231346
60443,68.95333013
60444,211.3343834
60445,431.2909544
60446,346.0242388
60447,366.7112716
60448,267.9237534
60449,228.3016828
60450,273.7856479
60451,265.8230678
60452,250.022174
60453,226.0657808
60454,258.3403853
60455,249.943478
60456,336.9630749
60457,316.9889616
60458,347.4413744
60459,288.7243005
60460,337.0222869
60461,137.031343
60462,336.5469527
60463,191.3242487
60464,284.9841205
60465,440.7511056
60466,424.415825
60467,149.9634568
60468,408.7711611
60469,310.8429579
60470,460.2789736
60471,365.2021825
60472,118.4312049
60473,118.4312049
60474,118.4312049
60475,118.4312049
60476,118.4312049
60477,118.4312049
60478,118.4312049
60479,118.4312049
60480,261.8695777
60481,240.075143
60482,287.7785333
60483,283.9062131
60484,305.6211594
60485,253.5892338
60486,266.7934067
60487,241.7498407
60488,316.5170383
60489,311.4846098
60490,387.1165219
60491,293.2598643
60492,345.9626616
60493,361.8149581
60494,379.4589104
60495,379.8410679
60496,364.9768112
60497,353.9647913
60498,333.3165281
60499,290.6493355
60500,283.6332698
60501,275.5856597
60502,286.5985634
60503,286.4230084
60504,15.4758853
60505,15.4758853
60506,15.4758853
60507,15.4758853
60508,15.4758853
60509,15.4758853
60510,15.4758853
60511,15.4758853
60512,143.4424627
60513,272.6125087
60514,434.3542027
60515,396.1676262
60516,326.296832
60517,399.4711378
60518,451.5654448
60519,404.2790346
60520,802.1693216
60521,789.5757705
60522,771.7889546
60523,825.6090055
60524,857.9851089
60525,707.4452043
60526,728.49218
60527,569.9529911
60528,160.4607614
60529,588.5587871
60530,529.7998012
60531,567.9366788
60532,483.1107385
60533,585.3658642
60534,321.4188869
60535,66.62426694
60536,509.9856372
60537,534.0750401
60538,442.7830162
60539,543.9748024
60540,401.5860385
60541,409.6172863
60542,467.6101431
60543,486.6496371
60544,278.5401172
60545,238.5823834
60546,289.408418
60547,328.4747869
60548,215.7974612
60549,285.4342548
60550,305.3465427
60551,262.525663
60552,257.178494
60553,361.2721954
60554,401.8861663
60555,372.3012886
60556,415.3796601
60557,139.5059172
60558,363.8703666
60559,447.9474524
60560,701.9513662
60561,403.7365339
60562,582.3505014
60563,645.1470626
60564,385.7306832
60565,527.92611
60566,753.1084151
60567,742.2552631
60568,339.1192031
60569,148.3028667
60570,296.6895073
60571,301.531849
60572,264.0500012
60573,287.7949119
60574,258.1171379
60575,264.467942
60576,268.7377848
60577,261.4962199
60578,311.5130951
60579,276.644091
60580,315.540567
60581,290.6898684
60582,302.3486872
60583,327.6018057
60584,123.9056545
60585,123.9056545
60586,123.9056545
60587,123.9056545
60588,123.9056545
60589,123.9056545
60590,123.9056545
60591,123.9056545
60592,282.2770871
60593,286.311692
60594,266.0709523
60595,260.6297753
60596,310.128665
60597,290.0056106
60598,294.2630645
60599,260.488523
60600,382.3847674
60601,287.2669479
60602,293.9693332
60603,278.5457595
60604,392.0407504
60605,372.1008994
60606,381.7973677
60607,290.2002058
60608,629.1555483
60609,766.2740541
60610,671.707042
60611,220.3806721
60612,754.6319858
60613,444.5897749
60614,551.5139692
60615,741.1873207
60616,227.075483
60617,276.0765694
60618,274.0643842
60619,291.3451644
60620,218.8021956
60621,237.643691
60622,274.2245682
60623,221.2558813
60624,331.0605644
60625,244.1192482
60626,299.0851317
60627,334.1789706
60628,325.4338172
60629,310.098677
60630,292.4972247
60631,290.6960773
60632,320.6645511
60633,886.2058929
60634,326.9225374
60635,811.809223
60636,88.87592055
60637,653.3854145
60638,535.6159834
60639,426.6677754
60640,31.1631355
60641,31.1631355
60642,31.1631355
60643,31.1631355
60644,31.1631355
60645,31.1631355
60646,31.1631355
60647,31.1631355
60648,598.5692552
60649,662.760531
60650,567.6945121
60651,274.6545569
60652,441.2630578
60653,586.8308736
60654,525.2990263
60655,708.7861561
60656,391.7916659
60657,268.7803887
60658,183.847962
60659,123.6883604
60660,254.5662391
60661,143.7097751
60662,366.7419122
60663,372.556314
60664,263.04908
60665,286.8214315
60666,376.3764107
60667,369.1949425
60668,307.0793848
60669,308.0759484
60670,358.5938366
60671,266.153763
60672,311.9436907
60673,286.3274115
60674,345.8521856
60675,352.6935319
60676,331.5628972
60677,356.0285645
60678,219.3066855
60679,245.0498717
60680,331.8136149
60681,332.9365198
60682,325.3713944
60683,318.7730643
60684,271.010475
60685,223.9234356
60686,223.8853543
60687,228.0340212
60688,397.5579322
60689,366.7553354
60690,439.5438969
60691,298.3102386
60692,70.25500213
60693,380.115156
60694,457.6568466
60695,456.4618962
60696,594.689713
60697,524.544748
60698,595.7773733
60699,647.658168
60700,672.0090476
60701,693.9690337
60702,576.9256978
60703,609.5641475
60704,254.4223916
60705,225.3302859
60706,214.0101459
60707,359.0904194
60708,357.8467758
60709,348.2954461
60710,316.6317007
60711,342.2429843
60712,175.1444073
60713,303.6125506
60714,201.6815543
60715,267.7878192
60716,187.4768747
60717,270.0979779
60718,268.5661046
60719,252.6780508
60720,691.5016204
60721,557.1523549
60722,373.7102676
60723,415.1242427
60724,394.7030283
60725,724.548904
60726,137.2381165
60727,606.5309072
60728,274.8812001
60729,177.916022
60730,85.67212379
60731,257.8327985
60732,260.7511717
60733,286.5285948
60734,44.50782489
60735,165.7115234
60736,349.3744656
60737,270.9296046
60738,352.4433283
60739,91.08577645
60740,222.4940643
60741,175.6043206
60742,364.829915
60743,358.3418708
60744,215.536557
60745,337.8242368
60746,372.1995424
60747,276.1088477
60748,300.1189665
60749,354.789664
60750,266.2399764
60751,210.1990828
60752,225.8555999
60753,242.1752458
60754,258.6029654
60755,242.950424
60756,243.1358546
60757,249.7641794
60758,212.7547775
60759,311.9334988
60760,355.213027
60761,303.4739916
60762,351.5343497
60763,344.1968197
60764,350.6315913
60765,337.1057431
60766,352.7349192
60767,347.2721032
60768,240.2429943
60769,248.4405007
60770,241.8169793
60771,282.0930587
