,Annual_Income
81974,63383.1
81975,63383.1
81976,10302.935
81977,10302.935
81978,10302.935
81979,10302.935
81980,10302.935
81981,10302.935
81982,10302.935
81983,10302.935
81984,19419.65
81985,19419.65
81986,19419.65
81987,19419.65
81988,19419.65
81989,19419.65
81990,19419.65
81991,19419.65
81992,23216.36
81993,23216.36
81994,
81995,23216.36
81996,23216.36
81997,23216.36
81998,23216.36
81999,23216.36
82000,151160.64
82001,151160.64
82002,151160.64
82003,151160.64
82004,151160.64
82005,151160.64
82006,151160.64
82007,151160.64
82008,10037.735
82009,
82010,10037.735
82011,10037.735
82012,10037.735
82013,10037.735
82014,10037.735
82015,
82016,16114.17
82017,16114.17
82018,16114.17
82019,
82020,16114.17
82021,16114.17
82022,16114.17
82023,16114.17
82024,22555.52
82025,22555.52
82026,22555.52
82027,22555.52
82028,22555.52
82029,22555.52
82030,22555.52
82031,22555.52
82032,96522.0
82033,96522.0
82034,96522.0
82035,96522.0
82036,
82037,96522.0
82038,96522.0
82039,96522.0
82040,67629.14
82041,67629.14
82042,67629.14
82043,67629.14
82044,67629.14
82045,67629.14
82046,67629.14
82047,67629.14
82048,33480.02
82049,33480.02
82050,33480.02
82051,33480.02
82052,33480.02
82053,33480.02
82054,33480.02
82055,33480.02
82056,16480.5
82057,16480.5
82058,16480.5
82059,16480.5
82060,16480.5
82061,16480.5
82062,16480.5
82063,16480.5
82064,19121.21
82065,19121.21
82066,19121.21
82067,19121.21
82068,19121.21
82069,19121.21
82070,19121.21
82071,19121.21
82072,
82073,20515.94
82074,20515.94
82075,20515.94
82076,20515.94
82077,20515.94
82078,20515.94
82079,20515.94
82080,14771.43
82081,14771.43
82082,14771.43
82083,14771.43
82084,14771.43
82085,
82086,14771.43
82087,14771.43
82088,66357.14
82089,66357.14
82090,66357.14
82091,66357.14
82092,66357.14
82093,66357.14
82094,66357.14
82095,66357.14
82096,141897.84
82097,141897.84
82098,141897.84
82099,141897.84
82100,141897.84
82101,141897.84
82102,141897.84
82103,141897.84
82104,
82105,
82106,14569.27
82107,14569.27
82108,14569.27
82109,14569.27
82110,14569.27
82111,14569.27
82112,10943.535
82113,10943.535
82114,10943.535
82115,10943.535
82116,10943.535
82117,10943.535
82118,10943.535
82119,10943.535
82120,35883.18
82121,35883.18
82122,35883.18
82123,35883.18
82124,35883.18
82125,35883.18
82126,35883.18
82127,35883.18
82128,10296.705
82129,10296.705
82130,10296.705
82131,10296.705
82132,10296.705
82133,10296.705
82134,10296.705
82135,10296.705
82136,15915.73
82137,15915.73
82138,15915.73
82139,15915.73
82140,15915.73
82141,15915.73
82142,15915.73
82143,15915.73
82144,28481.67
82145,28481.67
82146,28481.67
82147,28481.67
82148,28481.67
82149,28481.67
82150,28481.67
82151,28481.67
82152,25609.04
82153,25609.04
82154,25609.04
82155,25609.04
82156,25609.04
82157,
82158,25609.04
82159,25609.04
82160,23363.33
82161,
82162,23363.33
82163,23363.33
82164,23363.33
82165,23363.33
82166,23363.33
82167,
82168,126769.86
82169,126769.86
82170,126769.86
82171,126769.86
82172,126769.86
82173,126769.86
82174,126769.86
82175,126769.86
82176,10086.965
82177,10086.965
82178,10086.965
82179,10086.965
82180,10086.965
82181,10086.965
82182,10086.965
82183,10086.965
82184,
82185,17302.08
82186,17302.08
82187,17302.08
82188,17302.08
82189,17302.08
82190,17302.08
82191,17302.08
82192,38713.36
82193,38713.36
82194,38713.36
82195,38713.36
82196,38713.36
82197,38713.36
82198,38713.36
82199,38713.36
82200,45953.94
82201,45953.94
82202,45953.94
82203,45953.94
82204,45953.94
82205,45953.94
82206,45953.94
82207,45953.94
82208,121966.28
82209,121966.28
82210,121966.28
82211,121966.28
82212,121966.28
82213,121966.28
82214,121966.28
82215,121966.28
82216,173650.68
82217,173650.68
82218,173650.68
82219,173650.68
82220,173650.68
82221,173650.68
82222,173650.68
82223,173650.68
82224,9697.29
82225,9697.29
82226,9697.29
82227,9697.29
82228,9697.29
82229,9697.29
82230,9697.29
82231,9697.29
82232,23808.75
82233,23808.75
82234,23808.75
82235,23808.75
82236,
82237,23808.75
82238,23808.75
82239,23808.75
82240,10234.39
82241,10234.39
82242,10234.39
82243,10234.39
82244,10234.39
82245,10234.39
82246,10234.39
82247,10234.39
82248,82583.61
82249,82583.61
82250,82583.61
82251,82583.61
82252,82583.61
82253,82583.61
82254,82583.61
82255,82583.61
82256,59788.89
82257,59788.89
82258,
82259,59788.89
82260,59788.89
82261,
82262,59788.89
82263,59788.89
82264,28823.03
82265,28823.03
82266,28823.03
82267,28823.03
82268,28823.03
82269,28823.03
82270,28823.03
82271,28823.03
82272,28338.43
82273,28338.43
82274,28338.43
82275,28338.43
82276,28338.43
82277,28338.43
82278,28338.43
82279,28338.43
82280,32246.4
82281,32246.4
82282,32246.4
82283,32246.4
82284,32246.4
82285,32246.4
82286,32246.4
82287,32246.4
82288,85770.33
82289,85770.33
82290,85770.33
82291,85770.33
82292,85770.33
82293,85770.33
82294,
82295,85770.33
82296,44826.54
82297,44826.54
82298,44826.54
82299,44826.54
82300,44826.54
82301,44826.54
82302,44826.54
82303,44826.54
82304,17484.02
82305,17484.02
82306,17484.02
82307,17484.02
82308,17484.02
82309,
82310,17484.02
82311,17484.02
82312,17455.36
82313,17455.36
82314,17455.36
82315,17455.36
82316,17455.36
82317,17455.36
82318,17455.36
82319,17455.36
82320,19559.45
82321,19559.45
82322,19559.45
82323,
82324,19559.45
82325,19559.45
82326,19559.45
82327,19559.45
82328,
82329,54420.45
82330,54420.45
82331,54420.45
82332,54420.45
82333,
82334,54420.45
82335,
82336,174353.0
82337,174353.0
82338,174353.0
82339,174353.0
82340,174353.0
82341,174353.0
82342,174353.0
82343,174353.0
82344,32470.08
82345,32470.08
82346,32470.08
82347,32470.08
82348,32470.08
82349,32470.08
82350,32470.08
82351,32470.08
82352,16653.5
82353,16653.5
82354,16653.5
82355,16653.5
82356,16653.5
82357,
82358,16653.5
82359,16653.5
82360,103695.12
82361,103695.12
82362,103695.12
82363,103695.12
82364,103695.12
82365,103695.12
82366,103695.12
82367,103695.12
82368,49847.55
82369,49847.55
82370,49847.55
82371,49847.55
82372,49847.55
82373,49847.55
82374,49847.55
82375,49847.55
82376,71282.14
82377,71282.14
82378,71282.14
82379,71282.14
82380,71282.14
82381,
82382,71282.14
82383,71282.14
82384,12285.14
82385,12285.14
82386,12285.14
82387,12285.14
82388,12285.14
82389,12285.14
82390,12285.14
82391,
82392,54832.83
82393,54832.83
82394,54832.83
82395,54832.83
82396,54832.83
82397,54832.83
82398,54832.83
82399,54832.83
82400,118568.6
82401,118568.6
82402,118568.6
82403,118568.6
82404,118568.6
82405,118568.6
82406,118568.6
82407,118568.6
82408,129561.96
82409,129561.96
82410,129561.96
82411,129561.96
82412,129561.96
82413,
82414,129561.96
82415,129561.96
82416,110116.64
82417,110116.64
82418,110116.64
82419,
82420,110116.64
82421,110116.64
82422,110116.64
82423,110116.64
82424,15686.54
82425,15686.54
82426,15686.54
82427,15686.54
82428,15686.54
82429,15686.54
82430,15686.54
82431,15686.54
82432,13924.125
82433,13924.125
82434,13924.125
82435,13924.125
82436,13924.125
82437,13924.125
82438,13924.125
82439,13924.125
82440,16608.8
82441,
82442,16608.8
82443,16608.8
82444,16608.8
82445,16608.8
82446,16608.8
82447,16608.8
82448,10279.675
82449,10279.675
82450,10279.675
82451,10279.675
82452,10279.675
82453,10279.675
82454,10279.675
82455,10279.675
82456,20837.54
82457,20837.54
82458,20837.54
82459,20837.54
82460,20837.54
82461,20837.54
82462,20837.54
82463,20837.54
82464,14773.62
82465,14773.62
82466,14773.62
82467,14773.62
82468,14773.62
82469,14773.62
82470,14773.62
82471,14773.62
82472,39294.3
82473,39294.3
82474,39294.3
82475,
82476,39294.3
82477,39294.3
82478,39294.3
82479,
82480,29949.1
82481,29949.1
82482,29949.1
82483,29949.1
82484,29949.1
82485,29949.1
82486,29949.1
82487,29949.1
82488,14489.475
82489,14489.475
82490,14489.475
82491,14489.475
82492,14489.475
82493,14489.475
82494,14489.475
82495,14489.475
82496,13351.83
82497,13351.83
82498,13351.83
82499,13351.83
82500,13351.83
82501,13351.83
82502,13351.83
82503,13351.83
82504,101718.63
82505,101718.63
82506,101718.63
82507,101718.63
82508,101718.63
82509,101718.63
82510,101718.63
82511,101718.63
82512,18216.63
82513,18216.63
82514,18216.63
82515,18216.63
82516,18216.63
82517,18216.63
82518,18216.63
82519,18216.63
82520,9978.995
82521,9978.995
82522,9978.995
82523,9978.995
82524,9978.995
82525,9978.995
82526,9978.995
82527,
82528,19296.24
82529,19296.24
82530,19296.24
82531,19296.24
82532,19296.24
82533,19296.24
82534,19296.24
82535,19296.24
82536,16744.76
82537,16744.76
82538,16744.76
82539,16744.76
82540,16744.76
82541,16744.76
82542,16744.76
82543,16744.76
82544,40854.02
82545,40854.02
82546,40854.02
82547,40854.02
82548,
82549,40854.02
82550,40854.02
82551,40854.02
82552,39799.4
82553,
82554,39799.4
82555,39799.4
82556,39799.4
82557,39799.4
82558,
82559,39799.4
82560,96650.64
82561,96650.64
82562,96650.64
82563,96650.64
82564,96650.64
82565,96650.64
82566,96650.64
82567,96650.64
82568,51191.4
82569,51191.4
82570,51191.4
82571,51191.4
82572,51191.4
82573,51191.4
82574,51191.4
82575,51191.4
82576,14243.265
82577,14243.265
82578,14243.265
82579,14243.265
82580,14243.265
82581,14243.265
82582,14243.265
82583,14243.265
82584,61314.12
82585,61314.12
82586,61314.12
82587,61314.12
82588,61314.12
82589,61314.12
82590,
82591,61314.12
82592,50940.09
82593,50940.09
82594,50940.09
82595,50940.09
82596,50940.09
82597,50940.09
82598,50940.09
82599,50940.09
82600,46152.92
82601,46152.92
82602,
82603,46152.92
82604,46152.92
82605,46152.92
82606,46152.92
82607,46152.92
82608,19441.41
82609,19441.41
82610,19441.41
82611,19441.41
82612,
82613,19441.41
82614,19441.41
82615,19441.41
82616,29376.07
82617,29376.07
82618,29376.07
82619,29376.07
82620,29376.07
82621,29376.07
82622,29376.07
82623,29376.07
82624,14450.43
82625,14450.43
82626,14450.43
82627,14450.43
82628,14450.43
82629,14450.43
82630,14450.43
82631,14450.43
82632,7424.24
82633,7424.24
82634,7424.24
82635,7424.24
82636,7424.24
82637,7424.24
82638,7424.24
82639,7424.24
82640,
82641,60485.13
82642,60485.13
82643,
82644,60485.13
82645,60485.13
82646,60485.13
82647,60485.13
82648,
82649,38323.46
82650,38323.46
82651,38323.46
82652,38323.46
82653,38323.46
82654,38323.46
82655,38323.46
82656,21450.3
82657,21450.3
82658,21450.3
82659,21450.3
82660,21450.3
82661,21450.3
82662,21450.3
82663,21450.3
82664,8637.095
82665,8637.095
82666,
82667,8637.095
82668,8637.095
82669,8637.095
82670,8637.095
82671,8637.095
82672,18569.39
82673,18569.39
82674,18569.39
82675,18569.39
82676,18569.39
82677,18569.39
82678,18569.39
82679,18569.39
82680,56270.8
82681,56270.8
82682,56270.8
82683,
82684,56270.8
82685,
82686,56270.8
82687,56270.8
82688,
82689,14974.765
82690,14974.765
82691,
82692,14974.765
82693,14974.765
82694,14974.765
82695,14974.765
82696,29079.95
82697,29079.95
82698,29079.95
82699,29079.95
82700,29079.95
82701,29079.95
82702,29079.95
82703,29079.95
82704,14513.88
82705,14513.88
82706,14513.88
82707,14513.88
82708,
82709,14513.88
82710,14513.88
82711,14513.88
82712,
82713,71735.48
82714,
82715,71735.48
82716,71735.48
82717,71735.48
82718,71735.48
82719,71735.48
82720,36918.96
82721,36918.96
82722,36918.96
82723,36918.96
82724,36918.96
82725,36918.96
82726,36918.96
82727,36918.96
82728,43067.01
82729,
82730,43067.01
82731,43067.01
82732,43067.01
82733,43067.01
82734,43067.01
82735,43067.01
82736,31606.46
82737,31606.46
82738,31606.46
82739,31606.46
82740,
82741,31606.46
82742,31606.46
82743,31606.46
82744,19466.45
82745,19466.45
82746,19466.45
82747,19466.45
82748,19466.45
82749,19466.45
82750,19466.45
82751,19466.45
82752,81142.96
82753,81142.96
82754,81142.96
82755,
82756,
82757,81142.96
82758,81142.96
82759,81142.96
82760,17889.405
82761,17889.405
82762,17889.405
82763,17889.405
82764,17889.405
82765,
82766,17889.405
82767,17889.405
82768,148306.2
82769,148306.2
82770,148306.2
82771,148306.2
82772,148306.2
82773,148306.2
82774,148306.2
82775,148306.2
82776,32181.66
82777,32181.66
82778,32181.66
82779,32181.66
82780,32181.66
82781,32181.66
82782,32181.66
82783,32181.66
82784,108691.17
82785,108691.17
82786,108691.17
82787,108691.17
82788,108691.17
82789,108691.17
82790,108691.17
82791,108691.17
82792,34474.82
82793,34474.82
82794,34474.82
82795,34474.82
82796,
82797,
82798,34474.82
82799,34474.82
82800,18474.665
82801,18474.665
82802,18474.665
82803,18474.665
82804,18474.665
82805,18474.665
82806,18474.665
82807,18474.665
82808,20247.61
82809,20247.61
82810,
82811,20247.61
82812,20247.61
82813,20247.61
82814,20247.61
82815,20247.61
82816,8269.135
82817,8269.135
82818,8269.135
82819,
82820,8269.135
82821,8269.135
82822,
82823,8269.135
82824,18683.75
82825,18683.75
82826,18683.75
82827,18683.75
82828,18683.75
82829,
82830,18683.75
82831,18683.75
82832,33191.11
82833,33191.11
82834,33191.11
82835,33191.11
82836,33191.11
82837,33191.11
82838,33191.11
82839,33191.11
82840,103026.8
82841,103026.8
82842,103026.8
82843,103026.8
82844,103026.8
82845,103026.8
82846,103026.8
82847,103026.8
82848,31781.22
82849,31781.22
82850,31781.22
82851,31781.22
82852,31781.22
82853,31781.22
82854,31781.22
82855,31781.22
82856,25628.96
82857,25628.96
82858,25628.96
82859,25628.96
82860,25628.96
82861,25628.96
82862,25628.96
82863,25628.96
82864,34898.9
82865,34898.9
82866,34898.9
82867,
82868,34898.9
82869,34898.9
82870,
82871,34898.9
82872,56420.52
82873,56420.52
82874,56420.52
82875,56420.52
82876,56420.52
82877,56420.52
82878,56420.52
82879,56420.52
82880,163851.12
82881,163851.12
82882,163851.12
82883,163851.12
82884,
82885,
82886,
82887,163851.12
82888,38860.98
82889,38860.98
82890,38860.98
82891,38860.98
82892,38860.98
82893,38860.98
82894,38860.98
82895,38860.98
82896,16440.63
82897,16440.63
82898,16440.63
82899,16440.63
82900,16440.63
82901,16440.63
82902,16440.63
82903,16440.63
82904,19592.49
82905,19592.49
82906,19592.49
82907,19592.49
82908,
82909,19592.49
82910,19592.49
82911,19592.49
82912,114447.09
82913,114447.09
82914,114447.09
82915,114447.09
82916,114447.09
82917,114447.09
82918,114447.09
82919,114447.09
82920,9795.07
82921,9795.07
82922,9795.07
82923,9795.07
82924,9795.07
82925,9795.07
82926,9795.07
82927,9795.07
82928,42372.36
82929,42372.36
82930,42372.36
82931,42372.36
82932,42372.36
82933,42372.36
82934,42372.36
82935,42372.36
82936,136597.12
82937,136597.12
82938,136597.12
82939,136597.12
82940,136597.12
82941,136597.12
82942,136597.12
82943,136597.12
82944,40216.62
82945,40216.62
82946,40216.62
82947,40216.62
82948,40216.62
82949,40216.62
82950,40216.62
82951,
82952,65294.18
82953,65294.18
82954,65294.18
82955,65294.18
82956,65294.18
82957,65294.18
82958,65294.18
82959,65294.18
82960,58873.05
82961,58873.05
82962,58873.05
82963,58873.05
82964,58873.05
82965,58873.05
82966,58873.05
82967,58873.05
82968,134038.64
82969,134038.64
82970,134038.64
82971,
82972,134038.64
82973,134038.64
82974,134038.64
82975,134038.64
82976,33610.36
82977,33610.36
82978,33610.36
82979,33610.36
82980,33610.36
82981,33610.36
82982,33610.36
82983,33610.36
82984,77818.98
82985,77818.98
82986,
82987,77818.98
82988,
82989,77818.98
82990,77818.98
82991,77818.98
82992,124490.36
82993,
82994,124490.36
82995,124490.36
82996,124490.36
82997,124490.36
82998,124490.36
82999,124490.36
83000,69806.76
83001,69806.76
83002,69806.76
83003,69806.76
83004,69806.76
83005,69806.76
83006,69806.76
83007,69806.76
83008,18567.28
83009,18567.28
83010,18567.28
83011,18567.28
83012,18567.28
83013,18567.28
83014,18567.28
83015,18567.28
83016,89477.92
83017,89477.92
83018,89477.92
83019,89477.92
83020,89477.92
83021,89477.92
83022,89477.92
83023,89477.92
83024,44464.37
83025,44464.37
83026,44464.37
83027,44464.37
83028,44464.37
83029,44464.37
83030,44464.37
83031,44464.37
83032,35600.2
83033,35600.2
83034,35600.2
83035,35600.2
83036,35600.2
83037,35600.2
83038,35600.2
83039,35600.2
83040,36585.12
83041,36585.12
83042,36585.12
83043,36585.12
83044,36585.12
83045,36585.12
83046,36585.12
83047,36585.12
83048,58192.44
83049,58192.44
83050,58192.44
83051,58192.44
83052,58192.44
83053,58192.44
83054,58192.44
83055,58192.44
83056,110439.56
83057,110439.56
83058,110439.56
83059,110439.56
83060,110439.56
83061,110439.56
83062,110439.56
83063,110439.56
83064,60177.04
83065,60177.04
83066,
83067,
83068,
83069,60177.04
83070,60177.04
83071,60177.04
83072,178328.88
83073,178328.88
83074,178328.88
83075,178328.88
83076,178328.88
83077,178328.88
83078,178328.88
83079,178328.88
83080,18248.5
83081,18248.5
83082,
83083,18248.5
83084,18248.5
83085,18248.5
83086,
83087,18248.5
83088,124900.86
83089,124900.86
83090,124900.86
83091,124900.86
83092,124900.86
83093,124900.86
83094,124900.86
83095,124900.86
83096,142639.96
83097,
83098,142639.96
83099,142639.96
83100,142639.96
83101,142639.96
83102,142639.96
83103,142639.96
83104,9871.225
83105,9871.225
83106,9871.225
83107,9871.225
83108,9871.225
83109,9871.225
83110,9871.225
83111,9871.225
83112,100681.41
83113,100681.41
83114,100681.41
83115,100681.41
83116,100681.41
83117,100681.41
83118,100681.41
83119,100681.41
83120,32904.13
83121,32904.13
83122,32904.13
83123,32904.13
83124,32904.13
83125,32904.13
83126,32904.13
83127,32904.13
83128,73938.68
83129,73938.68
83130,
83131,73938.68
83132,73938.68
83133,73938.68
83134,73938.68
83135,73938.68
83136,42787.44
83137,42787.44
83138,42787.44
83139,42787.44
83140,42787.44
83141,42787.44
83142,42787.44
83143,
83144,47589.24
83145,47589.24
83146,47589.24
83147,47589.24
83148,47589.24
83149,47589.24
83150,47589.24
83151,47589.24
83152,82346.16
83153,82346.16
83154,82346.16
83155,82346.16
83156,82346.16
83157,82346.16
83158,82346.16
83159,82346.16
83160,17235.115
83161,17235.115
83162,17235.115
83163,17235.115
83164,17235.115
83165,17235.115
83166,17235.115
83167,17235.115
83168,133646.04
83169,133646.04
83170,133646.04
83171,
83172,133646.04
83173,133646.04
83174,
83175,133646.04
83176,44286.36
83177,44286.36
83178,44286.36
83179,44286.36
83180,44286.36
83181,44286.36
83182,44286.36
83183,44286.36
83184,69557.68
83185,69557.68
83186,69557.68
83187,69557.68
83188,
83189,69557.68
83190,69557.68
83191,69557.68
83192,121675.68
83193,121675.68
83194,121675.68
83195,121675.68
83196,121675.68
83197,121675.68
83198,121675.68
83199,121675.68
83200,77561.64
83201,77561.64
83202,77561.64
83203,77561.64
83204,77561.64
83205,77561.64
83206,77561.64
83207,77561.64
83208,91516.44
83209,91516.44
83210,91516.44
83211,91516.44
83212,91516.44
83213,91516.44
83214,
83215,91516.44
83216,41015.31
83217,41015.31
83218,41015.31
83219,41015.31
83220,41015.31
83221,41015.31
83222,
83223,41015.31
83224,74178.04
83225,74178.04
83226,74178.04
83227,74178.04
83228,74178.04
83229,74178.04
83230,74178.04
83231,74178.04
83232,7189.54
83233,7189.54
83234,7189.54
83235,7189.54
83236,7189.54
83237,7189.54
83238,7189.54
83239,7189.54
83240,14544.485
83241,14544.485
83242,14544.485
83243,14544.485
83244,14544.485
83245,14544.485
83246,14544.485
83247,14544.485
83248,102207.42
83249,102207.42
83250,102207.42
83251,102207.42
83252,102207.42
83253,102207.42
83254,102207.42
83255,102207.42
83256,49211.16
83257,49211.16
83258,49211.16
83259,49211.16
83260,49211.16
83261,49211.16
83262,49211.16
83263,49211.16
83264,135994.36
83265,135994.36
83266,135994.36
83267,135994.36
83268,135994.36
83269,135994.36
83270,135994.36
83271,135994.36
83272,
83273,19453.42
83274,19453.42
83275,19453.42
83276,19453.42
83277,19453.42
83278,19453.42
83279,19453.42
83280,81066.72
83281,81066.72
83282,
83283,
83284,81066.72
83285,81066.72
83286,81066.72
83287,81066.72
83288,29905.94
83289,29905.94
83290,29905.94
83291,29905.94
83292,29905.94
83293,29905.94
83294,29905.94
83295,29905.94
83296,156687.16
83297,
83298,156687.16
83299,156687.16
83300,156687.16
83301,156687.16
83302,156687.16
83303,156687.16
83304,15211.94
83305,15211.94
83306,15211.94
83307,15211.94
83308,15211.94
83309,15211.94
83310,15211.94
83311,15211.94
83312,15410.19
83313,15410.19
83314,15410.19
83315,15410.19
83316,15410.19
83317,15410.19
83318,15410.19
83319,15410.19
83320,73947.24
83321,73947.24
83322,73947.24
83323,73947.24
83324,73947.24
83325,73947.24
83326,73947.24
83327,73947.24
83328,74380.96
83329,74380.96
83330,74380.96
83331,74380.96
83332,
83333,
83334,74380.96
83335,
83336,18317.26
83337,18317.26
83338,18317.26
83339,18317.26
83340,18317.26
83341,18317.26
83342,18317.26
83343,18317.26
83344,14784.45
83345,14784.45
83346,14784.45
83347,14784.45
83348,14784.45
83349,14784.45
83350,14784.45
83351,
83352,60573.96
83353,60573.96
83354,60573.96
83355,60573.96
83356,60573.96
83357,60573.96
83358,60573.96
83359,60573.96
83360,
83361,18413.795
83362,18413.795
83363,18413.795
83364,18413.795
83365,18413.795
83366,18413.795
83367,18413.795
83368,30622.73
83369,
83370,30622.73
83371,30622.73
83372,30622.73
83373,30622.73
83374,30622.73
83375,30622.73
83376,15968.78
83377,15968.78
83378,15968.78
83379,15968.78
83380,15968.78
83381,15968.78
83382,15968.78
83383,
83384,69860.18
83385,69860.18
83386,69860.18
83387,69860.18
83388,69860.18
83389,69860.18
83390,69860.18
83391,69860.18
83392,
83393,40566.32
83394,40566.32
83395,40566.32
83396,40566.32
83397,40566.32
83398,40566.32
83399,40566.32
83400,80364.48
83401,80364.48
83402,80364.48
83403,80364.48
83404,80364.48
83405,80364.48
83406,80364.48
83407,80364.48
83408,41077.12
83409,41077.12
83410,41077.12
83411,41077.12
83412,41077.12
83413,41077.12
83414,41077.12
83415,41077.12
83416,14527.455
83417,14527.455
83418,14527.455
83419,14527.455
83420,14527.455
83421,14527.455
83422,14527.455
83423,14527.455
83424,104183.46
83425,104183.46
83426,104183.46
83427,104183.46
83428,104183.46
83429,104183.46
83430,104183.46
83431,104183.46
83432,
83433,34660.86
83434,34660.86
83435,34660.86
83436,34660.86
83437,34660.86
83438,34660.86
83439,34660.86
83440,63051.86
83441,63051.86
83442,
83443,63051.86
83444,63051.86
83445,63051.86
83446,63051.86
83447,63051.86
83448,21949.16
83449,21949.16
83450,21949.16
83451,21949.16
83452,21949.16
83453,21949.16
83454,21949.16
83455,21949.16
83456,58295.16
83457,58295.16
83458,58295.16
83459,58295.16
83460,58295.16
83461,58295.16
83462,58295.16
83463,58295.16
83464,42082.91
83465,42082.91
83466,42082.91
83467,42082.91
83468,42082.91
83469,42082.91
83470,42082.91
83471,42082.91
83472,12186.425
83473,12186.425
83474,12186.425
83475,12186.425
83476,12186.425
83477,12186.425
83478,12186.425
83479,12186.425
83480,21508.72
83481,21508.72
83482,21508.72
83483,
83484,
83485,21508.72
83486,21508.72
83487,21508.72
83488,64247.12
83489,
83490,64247.12
83491,
83492,64247.12
83493,64247.12
83494,64247.12
83495,64247.12
83496,34253.08
83497,34253.08
83498,34253.08
83499,34253.08
83500,34253.08
83501,34253.08
83502,34253.08
83503,34253.08
83504,
83505,
83506,41547.99
83507,41547.99
83508,41547.99
83509,41547.99
83510,41547.99
83511,41547.99
83512,101238.57
83513,
83514,101238.57
83515,101238.57
83516,101238.57
83517,101238.57
83518,101238.57
83519,101238.57
83520,21434.275
83521,21434.275
83522,
83523,21434.275
83524,21434.275
83525,21434.275
83526,21434.275
83527,21434.275
83528,36348.06
83529,36348.06
83530,36348.06
83531,36348.06
83532,36348.06
83533,36348.06
83534,36348.06
83535,
83536,77906.25
83537,77906.25
83538,77906.25
83539,77906.25
83540,77906.25
83541,
83542,77906.25
83543,77906.25
83544,
83545,70778.4
83546,70778.4
83547,70778.4
83548,70778.4
83549,70778.4
83550,70778.4
83551,70778.4
83552,172085.28
83553,172085.28
83554,172085.28
83555,172085.28
83556,
83557,172085.28
83558,172085.28
83559,172085.28
83560,79370.76
83561,79370.76
83562,79370.76
83563,79370.76
83564,79370.76
83565,79370.76
83566,79370.76
83567,79370.76
83568,8079.46
83569,8079.46
83570,8079.46
83571,8079.46
83572,8079.46
83573,8079.46
83574,8079.46
83575,8079.46
83576,112460.88
83577,112460.88
83578,112460.88
83579,112460.88
83580,112460.88
83581,112460.88
83582,112460.88
83583,112460.88
83584,40554.44
83585,40554.44
83586,40554.44
83587,40554.44
83588,40554.44
83589,40554.44
83590,
83591,
83592,
83593,15660.15
83594,15660.15
83595,15660.15
83596,15660.15
83597,15660.15
83598,15660.15
83599,
83600,58599.48
83601,58599.48
83602,58599.48
83603,58599.48
83604,58599.48
83605,
83606,58599.48
83607,58599.48
83608,18115.21
83609,
83610,18115.21
83611,18115.21
83612,18115.21
83613,18115.21
83614,18115.21
83615,18115.21
83616,18249.16
83617,18249.16
83618,18249.16
83619,18249.16
83620,18249.16
83621,
83622,18249.16
83623,18249.16
83624,141789.84
83625,141789.84
83626,141789.84
83627,141789.84
83628,141789.84
83629,141789.84
83630,141789.84
83631,141789.84
83632,30366.16
83633,
83634,30366.16
83635,
83636,30366.16
83637,30366.16
83638,30366.16
83639,30366.16
83640,128675.76
83641,128675.76
83642,128675.76
83643,128675.76
83644,
83645,128675.76
83646,128675.76
83647,128675.76
83648,34962.32
83649,34962.32
83650,34962.32
83651,34962.32
83652,34962.32
83653,34962.32
83654,34962.32
83655,34962.32
83656,64918.54
83657,64918.54
83658,64918.54
83659,
83660,64918.54
83661,64918.54
83662,
83663,64918.54
83664,42070.96
83665,42070.96
83666,42070.96
83667,42070.96
83668,42070.96
83669,42070.96
83670,42070.96
83671,42070.96
83672,8056.13
83673,8056.13
83674,8056.13
83675,8056.13
83676,8056.13
83677,8056.13
83678,8056.13
83679,8056.13
83680,71703.22
83681,71703.22
83682,71703.22
83683,71703.22
83684,71703.22
83685,71703.22
83686,71703.22
83687,71703.22
83688,21018.0
83689,
83690,21018.0
83691,21018.0
83692,21018.0
83693,
83694,
83695,21018.0
83696,7636.4
83697,7636.4
83698,7636.4
83699,
83700,7636.4
83701,7636.4
83702,7636.4
83703,7636.4
83704,70566.82
83705,70566.82
83706,70566.82
83707,70566.82
83708,70566.82
83709,70566.82
83710,70566.82
83711,70566.82
83712,93451.41
83713,
83714,93451.41
83715,93451.41
83716,93451.41
83717,93451.41
83718,93451.41
83719,93451.41
83720,9511.795
83721,
83722,9511.795
83723,9511.795
83724,9511.795
83725,9511.795
83726,9511.795
83727,9511.795
83728,65493.78
83729,65493.78
83730,65493.78
83731,
83732,65493.78
83733,65493.78
83734,65493.78
83735,65493.78
83736,61219.47
83737,61219.47
83738,61219.47
83739,61219.47
83740,61219.47
83741,61219.47
83742,61219.47
83743,
83744,110468.49
83745,110468.49
83746,110468.49
83747,110468.49
83748,110468.49
83749,110468.49
83750,
83751,110468.49
83752,
83753,8087.76
83754,8087.76
83755,
83756,8087.76
83757,8087.76
83758,8087.76
83759,8087.76
83760,64996.98
83761,64996.98
83762,64996.98
83763,64996.98
83764,64996.98
83765,64996.98
83766,
83767,64996.98
83768,15636.605
83769,15636.605
83770,15636.605
83771,15636.605
83772,15636.605
83773,15636.605
83774,15636.605
83775,15636.605
83776,164580.36
83777,164580.36
83778,164580.36
83779,164580.36
83780,164580.36
83781,164580.36
83782,164580.36
83783,164580.36
83784,113788.47
83785,113788.47
83786,113788.47
83787,113788.47
83788,113788.47
